spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
street,tranquil setting,avoiding crowded activity,positive,202211_113.79055882943925_22.672146498544933.png
urban,not a refuge,continue daily tasks,negative,202211_113.7912695_22.7661087.png
infrastructure,associated with demands,experience stress,negative,202211_113.7912695_22.7661087.png
traffic,not an escape,remain engaged,negative,202211_113.7912695_22.7661087.png
traffic,lack of refuge,avoidance of space,negative,202211_113.794634_22.7212886.png
construction,stress from noise,seeking quiet areas,negative,202211_113.794634_22.7212886.png
urban,overwhelmed by demands,desire for escape,negative,202211_113.794634_22.7212886.png
street,intensified responsibilities,active engagement,negative,202211_113.79437007537138_22.682460288185617.png
traffic,heightened stress,increased focus on duties,negative,202211_113.79437007537138_22.682460288185617.png
commercial,distraction from relaxation,continued involvement,negative,202211_113.79437007537138_22.682460288185617.png
bustle,overwhelmed state,difficulty in detaching,negative,202211_113.79437007537138_22.682460288185617.png
vehicles,lack of refuge,continue moving,negative,202211_113.79429692960518_22.764511153722612.png
buildings,sense of confinement,avoid lingering,negative,202211_113.79429692960518_22.764511153722612.png
greenery,minimal relief,brief pause,neutral,202211_113.79429692960518_22.764511153722612.png
trees,decent escape from daily stresses,seek refuge,positive,202211_113.79350177668738_22.737989125852156.png
traffic,not a complete sanctuary,drawn back to urban demands,negative,202211_113.79350177668738_22.737989125852156.png
buildings,suggests urban life presence,return to daily routine,neutral,202211_113.79350177668738_22.737989125852156.png
traffic,lack of escape,commuting,negative,202211_113.7948451_22.7100912.png
buildings,urban grind,engaged in activities,negative,202211_113.7948451_22.7100912.png
construction,stressful environment,navigating through chaos,negative,202211_113.7948451_22.7100912.png
street,lack of escape,mental disengagement,negative,202211_113.794994_22.703955800000003.png
greenery,minimal refuge,avoidance of nuisances,negative,202211_113.794994_22.703955800000003.png
traffic,stressful environment,increased tension,negative,202211_113.794994_22.703955800000003.png
buildings,functional space,transit,neutral,202211_113.794994_22.703955800000003.png
trees,not strongly evoked sense of being away,limited escape from daily life,negative,202211_113.79193981834086_22.71943767205122.png
vehicles,"active, everyday space",no refuge,negative,202211_113.79193981834086_22.71943767205122.png
fences,confinement,reinforces typical demands,negative,202211_113.79193981834086_22.71943767205122.png
buildings,urban setting,lack of relaxation,negative,202211_113.79193981834086_22.71943767205122.png
parking,orderly environment,utilitarian focus,negative,202211_113.79193981834086_22.71943767205122.png
water,sense of escape,leave behind concerns,positive,202211_113.79229048303672_22.6689154022437.png
vegetation,feeling of removal,avoid distractions,positive,202211_113.79229048303672_22.6689154022437.png
road,moderate sense of being away,explore further,positive,202211_113.79229048303672_22.6689154022437.png
trees,offers a natural element,find solace,positive,202211_113.79518530836098_22.76959929386346.png
street,does not evoke a sense of refuge,stop thinking about responsibilities,negative,202211_113.79518530836098_22.76959929386346.png
vehicles,"busy, functional urban setting",none,neutral,202211_113.79518530836098_22.76959929386346.png
pedestrian,lacks tranquility,none,negative,202211_113.79518530836098_22.76959929386346.png
road,not a refuge,avoidance,negative,202211_113.79544105251205_22.737848127648423.png
construction,noisy environment,distraction,negative,202211_113.79544105251205_22.737848127648423.png
infrastructure,demanding setting,stress response,negative,202211_113.79544105251205_22.737848127648423.png
trees,limited sense of escape,less likely to seek refuge,negative,202211_113.7957707_22.7341786.png
intersection,sense of urban activity,engagement in commerce,neutral,202211_113.7957707_22.7341786.png
street,feelings of stress,no escape,negative,202211_113.7972678_22.751497699999998.png
vehicles,feelings of being overwhelmed,avoidance,negative,202211_113.7972678_22.751497699999998.png
road,lack of mental detachment,increased anxiety,negative,202211_113.7972678_22.751497699999998.png
street,minimal sense of being away,not a refuge,negative,202211_113.79678975316196_22.71011567786458.png
traffic,overwhelmed by daily obligations,distracted from relaxation,negative,202211_113.79678975316196_22.71011567786458.png
buildings,lack of tranquility,no desire to linger,negative,202211_113.79678975316196_22.71011567786458.png
street,lack of refuge,inability to relax,negative,202211_113.79873311776561_22.754680687830483.png
greenery,distraction from stress,increased awareness,negative,202211_113.79873311776561_22.754680687830483.png
traffic,constant demand for attention,heightened anxiety,negative,202211_113.79873311776561_22.754680687830483.png
street,not a refuge,avoidance of thoughts,negative,202211_113.7991550936337_22.686108842505572.png
traffic,constant presence,distraction from concerns,negative,202211_113.7991550936337_22.686108842505572.png
buildings,urban infrastructure,feeling of confinement,negative,202211_113.7991550936337_22.686108842505572.png
activity,overwhelmed by demands,inability to relax,negative,202211_113.7991550936337_22.686108842505572.png
street,not a refuge,escape demands,negative,202211_113.80012963169145_22.73168592170157.png
environment,constant activity,not a break,negative,202211_113.80012963169145_22.73168592170157.png
streets,sense of being in the midst of life's activities,engaged with everyday concerns,negative,202211_113.79916404413021_22.68246341157333.png
traffic,sense of being in the midst of life's activities,engaged with everyday concerns,negative,202211_113.79916404413021_22.68246341157333.png
shops,sense of being in the midst of life's activities,engaged with everyday concerns,negative,202211_113.79916404413021_22.68246341157333.png
noise,sense of being in the midst of life's activities,engaged with everyday concerns,negative,202211_113.79916404413021_22.68246341157333.png
street,limited escape from worries,engagement with the external world,negative,202211_113.80026575345416_22.723921665747103.png
traffic,sense of being overwhelmed,increased stress,negative,202211_113.80026575345416_22.723921665747103.png
pedestrians,lack of solitude,social interaction,neutral,202211_113.80026575345416_22.723921665747103.png
commercial,busy atmosphere,consumer activity,neutral,202211_113.80026575345416_22.723921665747103.png
trees,diminished sense of escape,stress response,negative,202211_113.7997937_22.707590499999995.png
street,source of stress,avoidance of urban hustle,negative,202211_113.7997937_22.707590499999995.png
streetscape,lack of being away,difficulty disconnecting,negative,202211_113.7995817_22.704094600000005.png
traffic,stress and distraction,increased urban engagement,negative,202211_113.7995817_22.704094600000005.png
buildings,overwhelmed by responsibilities,persistent urban involvement,negative,202211_113.7995817_22.704094600000005.png
road,lack of escape,transit,negative,202211_113.80061823030748_22.772759728708166.png
elements,urban stress,avoidance,negative,202211_113.80061823030748_22.772759728708166.png
area,feeling of development,disengagement,negative,202211_113.80061823030748_22.772759728708166.png
street,lack of refuge,avoidance of stress,negative,202211_113.8021243_22.703507899999998.png
traffic,overwhelmed by noise,seeking quiet,negative,202211_113.8021243_22.703507899999998.png
vehicles,sense of urgency,hurry through,negative,202211_113.8021243_22.703507899999998.png
commercial,busy atmosphere,engagement in work,neutral,202211_113.8021243_22.703507899999998.png
street,stressful environment,avoidance of refuge,negative,202211_113.8017865_22.6838826.png
traffic,overwhelming pressure,inability to relax,negative,202211_113.8017865_22.6838826.png
buildings,lack of peace,continuation of daily tasks,negative,202211_113.8017865_22.6838826.png
greenery,temporary escape,providing relief,positive,202211_113.80055113151711_22.67389485421088.png
traffic,not a complete refuge,limiting relaxation,negative,202211_113.80055113151711_22.67389485421088.png
street,lack of escape,continuation of daily life,negative,202211_113.802514016974_22.733077252307645.png
commercial,stress presence,engagement in routine,negative,202211_113.802514016974_22.733077252307645.png
traffic,overwhelmed feeling,avoidance of retreat,negative,202211_113.802514016974_22.733077252307645.png
buildings,not a refuge,avoidance of demands,negative,202211_113.8041477_22.688541199999996.png
roads,presence of demands,engagement in hustle,negative,202211_113.8041477_22.688541199999996.png
vehicles,stressful environment,increased activity,negative,202211_113.8041477_22.688541199999996.png
intersection,lack of escape,not seeking refuge,negative,202211_113.8006675_22.7256871.png
traffic,stressful environment,avoiding the area,negative,202211_113.8006675_22.7256871.png
buildings,engagement with daily life,continuing practical matters,neutral,202211_113.8006675_22.7256871.png
storefronts,busy atmosphere,not relaxing,negative,202211_113.8006675_22.7256871.png
intersection,lack of escape,increased stress,negative,202211_113.8025674_22.754007199999997.png
traffic,overwhelmed,avoidance,negative,202211_113.8025674_22.754007199999997.png
construction,distraction,disengagement,negative,202211_113.8025674_22.754007199999997.png
activity,mental fatigue,withdrawal,negative,202211_113.8025674_22.754007199999997.png
greenery,not a refuge,avoidance of stress,negative,202211_113.80511405552055_22.76084920992534.png
street,pressing thoughts,engagement with daily concerns,negative,202211_113.80511405552055_22.76084920992534.png
road,not a refuge,avoidance of stress,negative,202211_113.8041727_22.7795268.png
vehicles,connected to daily life,engagement in routine,neutral,202211_113.8041727_22.7795268.png
infrastructure,pressing thoughts,distraction from relaxation,negative,202211_113.8041727_22.7795268.png
street,not a refuge,avoid stopping,negative,202211_113.8057355_22.673866700000005.png
traffic,sense of demand,engage in activity,negative,202211_113.8057355_22.673866700000005.png
pedestrians,everyday activity,participate in daily life,neutral,202211_113.8057355_22.673866700000005.png
greenery,sense of detachment,respite from urban demands,positive,202211_113.80678275140282_22.722272628429288.png
infrastructure,not a complete escape,awareness of city life demands,negative,202211_113.80678275140282_22.722272628429288.png
trees,lack of escape,difficulty in feeling removed,negative,202211_113.80678930000002_22.665553.png
traffic,sense of demand,increased stress,negative,202211_113.80678930000002_22.665553.png
built environment,active space,engagement with daily concerns,negative,202211_113.80678930000002_22.665553.png
streetscape,limited sense of being away,reminded of daily routines,negative,202211_113.80604_22.7185322.png
vehicles,overwhelmed by urban activity,avoidance of refuge,negative,202211_113.80604_22.7185322.png
advertisements,distraction from relaxation,increased stress,negative,202211_113.80604_22.7185322.png
buildings,reminder of obligations,inability to detach,negative,202211_113.80604_22.7185322.png
skies,slight sense of detachment,temporary relief from worries,positive,202211_113.80604_22.7185322.png
sunlight,enhanced mood,momentary escape,positive,202211_113.80604_22.7185322.png
streetscape,intrusive environment,difficulty disengaging,negative,202211_113.8079517_22.735531800000004.png
traffic,demanding attention,increased stress,negative,202211_113.8079517_22.735531800000004.png
commercial,overwhelmed by obligations,inability to relax,negative,202211_113.8079517_22.735531800000004.png
construction,constant distraction,lack of focus,negative,202211_113.8079517_22.735531800000004.png
intersection,not peaceful,seek escape,negative,202211_113.8067898_22.7047194.png
traffic,stressful environment,avoid congestion,negative,202211_113.8067898_22.7047194.png
buildings,overwhelmed,search for calm,negative,202211_113.8067898_22.7047194.png
greenery,slight respite,pause and relax,positive,202211_113.8067898_22.7047194.png
sky,uplifting,enjoy the view,positive,202211_113.8067898_22.7047194.png
road,lack of escape,avoidance of distractions,negative,202211_113.8077616_22.622286599999995.png
greenery,managed environment,limited relaxation,negative,202211_113.8077616_22.622286599999995.png
vehicles,constant disturbance,increased stress,negative,202211_113.8077616_22.622286599999995.png
infrastructure,structured surroundings,reduced mental refuge,negative,202211_113.8077616_22.622286599999995.png
sky,slight break from demands,temporary relief,positive,202211_113.80912177043206_22.61110371298426.png
greenery,weak sense of being away,momentary escape,negative,202211_113.80912177043206_22.61110371298426.png
road,feeling of presence of concerns,increased awareness of daily life,negative,202211_113.80912177043206_22.61110371298426.png
traffic,active urban area,stress response,negative,202211_113.80912177043206_22.61110371298426.png
buildings,concrete environment,sense of confinement,negative,202211_113.80912177043206_22.61110371298426.png
traffic,lack of escape,avoidance of the space,negative,202211_113.8092688_22.7242032.png
buildings,overwhelmed by obligations,continued engagement with daily demands,negative,202211_113.8092688_22.7242032.png
fences,feeling confined,limited exploration,negative,202211_113.8092688_22.7242032.png
greenery,minimal refuge,brief respite,neutral,202211_113.8092688_22.7242032.png
traffic,sense of nuisance,distracted thinking,negative,202211_113.8082633_22.674981199999994.png
buildings,lack of escape,inability to relax,negative,202211_113.8082633_22.674981199999994.png
construction,ongoing stress,heightened awareness,negative,202211_113.8082633_22.674981199999994.png
urban life,active engagement,constant activity,neutral,202211_113.8082633_22.674981199999994.png
intersection,no sense of escape,none triggered,negative,202211_113.8100430382602_22.746583540331518.png
traffic,stimulating environment,none triggered,neutral,202211_113.8100430382602_22.746583540331518.png
activity,no mental break,none triggered,negative,202211_113.8100430382602_22.746583540331518.png
greenery,some respite,feel detached,positive,202211_113.8102875_22.713581799999996.png
infrastructure,lack of escape,remain engaged,negative,202211_113.8102875_22.713581799999996.png
traffic,busy environment,difficult to relax,negative,202211_113.8102875_22.713581799999996.png
roads,structured environment,feel constrained,negative,202211_113.8102875_22.713581799999996.png
trees,sense of separation,detachment from daily life,positive,202211_113.8104048_22.698300300000003.png
bushes,mental respite,relaxation,positive,202211_113.8104048_22.698300300000003.png
road,well-organized space,encouragement to use public space,positive,202211_113.8104048_22.698300300000003.png
traffic,stressful environment,avoidance of the area,negative,202211_113.8109161_22.7844666.png
construction,disruptive atmosphere,increased alertness,negative,202211_113.8109161_22.7844666.png
signage,overwhelmed by stimuli,distracted focus,negative,202211_113.8109161_22.7844666.png
trees,moderate escape,take a break,neutral,202211_113.81151710000002_22.7109241.png
road,not profound refuge,continue daily activities,negative,202211_113.81151710000002_22.7109241.png
buildings,busy environment,engage with surroundings,negative,202211_113.81151710000002_22.7109241.png
highway,sense of escape,mental detachment,positive,202211_113.8118071_22.6277088.png
traffic,incomplete severance,continued concern,negative,202211_113.8118071_22.6277088.png
buildings,urban context,distraction from refuge,negative,202211_113.8118071_22.6277088.png
intersection,not a refuge,no mental escape,negative,202211_113.8125125_22.7035565.png
buildings,imposing presence,increased stress,negative,202211_113.8125125_22.7035565.png
traffic,constant activity,distraction from relaxation,negative,202211_113.8125125_22.7035565.png
green,partial escape from stress,seeking refuge,positive,202211_113.8128071_22.708036599999993.png
traffic,not a complete refuge,difficulty in detachment,negative,202211_113.8128071_22.708036599999993.png
bridge,minor sense of detachment,elevated perspective,positive,202211_113.8128071_22.708036599999993.png
construction,ongoing concerns,distraction from relaxation,negative,202211_113.8128071_22.708036599999993.png
traffic,lack of refuge,no escape from daily tasks,negative,202211_113.81289118247106_22.69315953144936.png
buildings,urban overwhelm,inability to relax,negative,202211_113.81289118247106_22.69315953144936.png
activity,constant distraction,increased stress,negative,202211_113.81289118247106_22.69315953144936.png
highway,lack of escape,routine focus,negative,202211_113.8129691_22.612454500000002.png
infrastructure,directed attention,forward movement,negative,202211_113.8129691_22.612454500000002.png
environment,feeling of engagement,difficulty in escaping,negative,202211_113.8131533_22.734941999999997.png
buildings,lack of refuge,increased engagement with the outside world,negative,202211_113.8131533_22.734941999999997.png
traffic,stressful atmosphere,avoidance of the area,negative,202211_113.8131533_22.734941999999997.png
greenery,visually pleasant environment,engagement with surroundings,positive,202211_113.81342750000002_22.609136699999993.png
urban street,lack of tranquility,difficulty in mental escape,negative,202211_113.81342750000002_22.609136699999993.png
cars,high human activity,connection to daily routines,neutral,202211_113.81342750000002_22.609136699999993.png
buses,high human activity,connection to daily routines,neutral,202211_113.81342750000002_22.609136699999993.png
pedestrians,high human activity,connection to daily routines,neutral,202211_113.81342750000002_22.609136699999993.png
road,lack of escape,no stopping,negative,202211_113.813906_22.723575499999992.png
infrastructure,daily nuisances,continuing obligations,negative,202211_113.813906_22.723575499999992.png
intersection,not a refuge,difficult to disconnect,negative,202211_113.8155625_22.6925975.png
traffic,constant movement,find mental respite,negative,202211_113.8155625_22.6925975.png
commercial,demanding tasks,escape from concerns,negative,202211_113.8155625_22.6925975.png
site,disruption,escape from thoughts,negative,202211_113.8148696_22.791219799999997.png
construction,lack of tranquility,avoidance of stress,negative,202211_113.8148696_22.791219799999997.png
trees,sense of being away,mental escape,positive,202211_113.81445444997044_22.71011397201815.png
sunlight,break from demands,relaxation,positive,202211_113.81445444997044_22.71011397201815.png
shops,localized experience,engagement in activities,positive,202211_113.81445444997044_22.71011397201815.png
street,limited escape,remain engaged,negative,202211_113.81788238289876_22.73720803948338.png
traffic,ongoing stress,avoid relaxation,negative,202211_113.81788238289876_22.73720803948338.png
construction,distraction,stay alert,negative,202211_113.81788238289876_22.73720803948338.png
road,lack of escape,remain in urban setting,negative,202211_113.8169133_22.7276972.png
buildings,connection to everyday life,continue daily activities,neutral,202211_113.8169133_22.7276972.png
traffic,sense of chaos,avoidance of refuge,negative,202211_113.8169133_22.7276972.png
intersection,limited escape from worries,unlikely to seek refuge,negative,202211_113.81906263455099_22.645171396168205.png
traffic,constant movement and noise,avoidance of relaxation,negative,202211_113.81906263455099_22.645171396168205.png
buildings,extension of everyday life,lack of mental break,negative,202211_113.81906263455099_22.645171396168205.png
streetscape,lack of refuge,engagement with surroundings,negative,202211_113.8166272_22.739275599999992.png
traffic,constant distraction,inability to focus,negative,202211_113.8166272_22.739275599999992.png
construction,ongoing disturbance,increased stress,negative,202211_113.8166272_22.739275599999992.png
commercial buildings,busy environment,demand for attention,negative,202211_113.8166272_22.739275599999992.png
street,lack of refuge,avoidance of stress,negative,202211_113.819258_22.731765400000004.png
traffic,overwhelmed by hustle,distraction from thoughts,negative,202211_113.819258_22.731765400000004.png
greenery,slight connection to nature,temporary relief,neutral,202211_113.819258_22.731765400000004.png
infrastructure,sense of confinement,desire to escape,negative,202211_113.819258_22.731765400000004.png
street,not a refuge,engagement with urban life,negative,202211_113.8195161_22.77372370000001.png
traffic,stressful environment,avoidance of the area,negative,202211_113.8195161_22.77372370000001.png
construction,disruption,seeking quieter spaces,negative,202211_113.8195161_22.77372370000001.png
streetscape,lack of refuge,increased attention to tasks,negative,202211_113.81947015099487_22.662134225639655.png
traffic,stress,avoidance of the area,negative,202211_113.81947015099487_22.662134225639655.png
construction,distraction,focus on navigation,negative,202211_113.81947015099487_22.662134225639655.png
buildings,overwhelm,inability to relax,negative,202211_113.81947015099487_22.662134225639655.png
road,demanding attention,difficulty escaping daily life,negative,202211_113.82000803448553_22.737425312514915.png
highways,connected to daily life,focus on tasks,negative,202211_113.82000803448553_22.737425312514915.png
road,lack of escape,observing traffic,negative,202211_113.8199394_22.793124199999998.png
cars,routine activity,participating in traffic,negative,202211_113.8199394_22.793124199999998.png
traffic,stress from demands,navigating urban space,negative,202211_113.8199394_22.793124199999998.png
signals,indication of control,following directions,neutral,202211_113.8199394_22.793124199999998.png
infrastructure,sense of routine,engaging in daily life,neutral,202211_113.8199394_22.793124199999998.png
trees,diminished refuge,avoidance of stress,negative,202211_113.8205107_22.7671101.png
traffic,increased anxiety,seeking escape,negative,202211_113.8205107_22.7671101.png
greenery,limited relaxation,short visits,negative,202211_113.8205107_22.7671101.png
structures,overwhelmed senses,distraction from thoughts,negative,202211_113.8205107_22.7671101.png
intersection,lack of refuge,mental disengagement,negative,202211_113.820637_22.746738299999997.png
traffic,constant activity,lack of escape,negative,202211_113.820637_22.746738299999997.png
construction,demanding thoughts,low score for being away,negative,202211_113.820637_22.746738299999997.png
roads,lack of refuge,continuation of daily tasks,negative,202211_113.81980788593135_22.735630519639678.png
buildings,overwhelmed by stimuli,difficulty in detaching thoughts,negative,202211_113.81980788593135_22.735630519639678.png
traffic,stress and distraction,inability to relax,negative,202211_113.81980788593135_22.735630519639678.png
highways,chaotic environment,increased mental demands,negative,202211_113.81980788593135_22.735630519639678.png
vehicles,distraction from escape,inability to relax,negative,202211_113.82056086631368_22.770003645758248.png
urban,stressful environment,constant worry,negative,202211_113.82056086631368_22.770003645758248.png
noise,mental disturbance,difficulty concentrating,negative,202211_113.82056086631368_22.770003645758248.png
greenery,mental break,respite from stress,positive,202211_113.8215298_22.7856815.png
bridge,structured path,movement away from traffic,positive,202211_113.8215298_22.7856815.png
nature,visual calmness,escape from urban demands,positive,202211_113.8215298_22.7856815.png
intersection,not a refuge,avoid stopping thoughts,negative,202211_113.8222678_22.6425994.png
vehicles,overwhelmed by busyness,increase stress,negative,202211_113.8222678_22.6425994.png
buildings,lack of escape,continue daily tasks,negative,202211_113.8222678_22.6425994.png
intersection,not a refuge,avoidance of stress,negative,202211_113.8224325_22.781893600000004.png
traffic,overwhelmed by demands,increased anxiety,negative,202211_113.8224325_22.781893600000004.png
infrastructure,lack of escape,disengagement,negative,202211_113.8224325_22.781893600000004.png
intersection,sense of detachment,navigating the environment,positive,202211_113.8238756_22.7243285.png
landscape,mental break,observing surroundings,positive,202211_113.8238756_22.7243285.png
greenery,break from urban hustle,mental detachment,positive,202211_113.82408051311815_22.728240040511928.png
trees,tranquil atmosphere,relaxation,positive,202211_113.82408051311815_22.728240040511928.png
traffic,visible demands,awareness of surroundings,neutral,202211_113.82408051311815_22.728240040511928.png
traffic,mental burdens,stop thinking,negative,202211_113.8243632337177_22.64904179448346.png
greenery,natural reprieve,escape,positive,202211_113.8243632337177_22.64904179448346.png
urban,daily demands,none,negative,202211_113.8243632337177_22.64904179448346.png
traffic,difficult to escape,perpetuates need for attention,negative,202211_113.82538028408688_22.719057105167444.png
noise,constant distraction,increases focus on tasks,negative,202211_113.82538028408688_22.719057105167444.png
buildings,overwhelmed by stimuli,heightened awareness of surroundings,negative,202211_113.82538028408688_22.719057105167444.png
vehicles,stressful environment,difficulty in relaxation,negative,202211_113.82538028408688_22.719057105167444.png
road,not a refuge,avoidance,negative,202211_113.8262261_22.649557699999992.png
vehicles,active urban environment,engagement,neutral,202211_113.8262261_22.649557699999992.png
infrastructure,not a place to escape,disengagement,negative,202211_113.8262261_22.649557699999992.png
traffic,lack of refuge,difficulty escaping,negative,202211_113.8262488_22.767480499999998.png
pedestrians,overwhelmed by daily life,increased stress,negative,202211_113.8262488_22.767480499999998.png
activities,constant demands,attention required,negative,202211_113.8262488_22.767480499999998.png
trees,sense of escape,temporary shift in scenery,positive,202211_113.82573916010743_22.61515316408649.png
road,feeling of removal,passage through space,neutral,202211_113.82573916010743_22.61515316408649.png
cars,presence of urban stressors,awareness of surroundings,negative,202211_113.82573916010743_22.61515316408649.png
boulevard,limited escape from demands,relaxation attempts,negative,202211_113.8240045_22.6143394.png
greenery,natural element,enjoyment of nature,positive,202211_113.8240045_22.6143394.png
roads,urban context,navigation through space,neutral,202211_113.8240045_22.6143394.png
cars,daily concerns,commuting,negative,202211_113.8240045_22.6143394.png
infrastructure,suburban vibe,temporary respite,neutral,202211_113.8240045_22.6143394.png
intersection,stress and obligations,avoidance,negative,202211_113.8267783_22.775719399999996.png
traffic,stress,escape,negative,202211_113.8267783_22.775719399999996.png
construction,distraction,avoidance,negative,202211_113.8267783_22.775719399999996.png
commercial,obligation,avoidance,negative,202211_113.8267783_22.775719399999996.png
road,sense of escape,seeking tranquility,positive,202211_113.82747384253616_22.615966911644556.png
landscaping,well-managed environment,avoiding urban nuisances,positive,202211_113.82747384253616_22.615966911644556.png
thoroughfare,feeling 'away',relaxing,positive,202211_113.82747384253616_22.615966911644556.png
street,lack of refuge,difficulty detaching,negative,202211_113.8287431434808_22.765775781659993.png
traffic,overwhelmed by distractions,increased stress,negative,202211_113.8287431434808_22.765775781659993.png
shops,constant engagement,continued involvement in urban life,neutral,202211_113.8287431434808_22.765775781659993.png
pedestrians,crowdedness,social interaction,neutral,202211_113.8287431434808_22.765775781659993.png
greenery,slight escape from tasks,temporary relief,positive,202211_113.8289369_22.620437200000005.png
streetscape,superficial break,limited detachment,negative,202211_113.8289369_22.620437200000005.png
traffic,prevent complete detachment,ongoing concern,negative,202211_113.8289369_22.620437200000005.png
urban setting,limited sense of being away,inability to relax,negative,202211_113.8289369_22.620437200000005.png
road,lack of escape,continue daily life,negative,202211_113.8290642_22.6334903.png
vehicles,mental clutter,remain in routine,negative,202211_113.8290642_22.6334903.png
infrastructure,continuation of demands,avoid relaxation,negative,202211_113.8290642_22.6334903.png
road,lack of refuge,increased attention,negative,202211_113.8291359_22.6271889.png
vehicles,stressful environment,avoidance of disconnection,negative,202211_113.8291359_22.6271889.png
signage,demanding focus,heightened responsibility,negative,202211_113.8291359_22.6271889.png
road,lack of refuge,difficulty disengaging,negative,202211_113.82909389190422_22.798728128163745.png
traffic,constant distraction,inability to clear mind,negative,202211_113.82909389190422_22.798728128163745.png
infrastructure,overwhelming presence,increased focus on concerns,negative,202211_113.82909389190422_22.798728128163745.png
vehicles,stressful environment,lack of mental respite,negative,202211_113.82909389190422_22.798728128163745.png
street,lack of refuge,avoidance of urban areas,negative,202211_113.82926420000001_22.616800299999994.png
traffic,stress and anxiety,seeking quieter spaces,negative,202211_113.82926420000001_22.616800299999994.png
structures,feeling of confinement,desire for escape,negative,202211_113.82926420000001_22.616800299999994.png
intersection,not a refuge,focus on tasks,negative,202211_113.8305193_22.6370608.png
traffic,stressful environment,avoidance of relaxation,negative,202211_113.8305193_22.6370608.png
signage,distracting presence,heightened awareness,negative,202211_113.8305193_22.6370608.png
shops,commercial focus,engagement in consumerism,negative,202211_113.8305193_22.6370608.png
barriers,sense of confinement,limited exploration,negative,202211_113.8305193_22.6370608.png
traffic,sense of overwhelm,avoidance of the area,negative,202211_113.8300241_22.720450199999995.png
buildings,lack of escape,staying indoors,negative,202211_113.8300241_22.720450199999995.png
infrastructure,feeling trapped,seeking quieter spaces,negative,202211_113.8300241_22.720450199999995.png
trees,sense of calm,seeking relaxation,positive,202211_113.8310197_22.774946600000003.png
sky,feeling of openness,exploring outdoors,positive,202211_113.8310197_22.774946600000003.png
road,sense of congestion,avoiding the area,negative,202211_113.8310197_22.774946600000003.png
traffic,stress and distraction,seeking quieter spaces,negative,202211_113.8310197_22.774946600000003.png
buildings,feeling of confinement,desiring escape,negative,202211_113.8310197_22.774946600000003.png
barriers,sense of restriction,staying within limits,negative,202211_113.8310197_22.774946600000003.png
pedestrians,sense of engagement,social interaction,positive,202211_113.8310197_22.774946600000003.png
intersection,lack of escape,avoidance of urban life,negative,202211_113.831238_22.6301727.png
traffic,stress and congestion,seeking quieter spaces,negative,202211_113.831238_22.6301727.png
infrastructure,functional activity,engagement with urban environment,neutral,202211_113.831238_22.6301727.png
street,lack of mental detachment,avoidance of refuge,negative,202211_113.83197309305298_22.704721128144403.png
traffic,stimulating environment,increased concern,negative,202211_113.83197309305298_22.704721128144403.png
sounds,constant distraction,inability to escape,negative,202211_113.83197309305298_22.704721128144403.png
road,increased stress,avoidance of urban pressures,negative,202211_113.8319583_22.794324499999995.png
vehicles,lack of refuge,staying in traffic,negative,202211_113.8319583_22.794324499999995.png
power lines,urban/industrial feel,no desire to escape,negative,202211_113.8319583_22.794324499999995.png
street,lack of escape,difficulty in relaxation,negative,202211_113.83265292629095_22.7449197751454.png
buildings,sense of confinement,increased stress,negative,202211_113.83265292629095_22.7449197751454.png
traffic,constant distraction,inability to focus,negative,202211_113.83265292629095_22.7449197751454.png
traffic,lack of escape,avoidance of stress,negative,202211_113.8329816_22.758148399999996.png
pedestrians,overwhelmed by activity,withdrawal from environment,negative,202211_113.8329816_22.758148399999996.png
city,no refuge,increased anxiety,negative,202211_113.8329816_22.758148399999996.png
trees,not a clear refuge,difficult to detach,negative,202211_113.8345495_22.6195349.png
street,busy and active,engagement with daily life,neutral,202211_113.8345495_22.6195349.png
traffic,constant motion,inability to relax,negative,202211_113.8345495_22.6195349.png
intersection,evokes thoughts of routines,increased focus on responsibilities,negative,202211_113.8340601_22.743501199999997.png
traffic,creates mental clutter,distracted from relaxation,negative,202211_113.8340601_22.743501199999997.png
overpass,feels imposing,avoiding the area,negative,202211_113.8340601_22.743501199999997.png
buildings,contributes to urban stress,seeking quieter spaces,negative,202211_113.8340601_22.743501199999997.png
street,lack of escape,avoidance of responsibilities,negative,202211_113.834144_22.8052877.png
buildings,sense of activity,engagement in urban life,neutral,202211_113.834144_22.8052877.png
traffic,overwhelmed by demands,stress response,negative,202211_113.834144_22.8052877.png
parking,lack of escape,reinforces daily obligations,negative,202211_113.8337082_22.6138481.png
buildings,functional urban space,associated with work,negative,202211_113.8337082_22.6138481.png
vehicles,mental distractions,promotes transit mindset,negative,202211_113.8337082_22.6138481.png
greenery,overwhelming sense of busy city,difficulty to disconnect,negative,202211_113.8347799_22.784325.png
structures,not a typical refuge,inability to relax,negative,202211_113.8347799_22.784325.png
street,limited opportunities for being away,difficulty escaping concerns,negative,202211_113.83491565605196_22.752468916215623.png
traffic,constant presence of distractions,inability to relax,negative,202211_113.83491565605196_22.752468916215623.png
commercial,urban stress,avoidance of the area,negative,202211_113.83491565605196_22.752468916215623.png
setting,not a typical refuge,seeking alternative spaces,negative,202211_113.83491565605196_22.752468916215623.png
space,limited sense of being away,lack of escape,negative,202211_113.83508787706933_22.72382364074707.png
traffic,constant activity,distraction from daily demands,negative,202211_113.83508787706933_22.72382364074707.png
