spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
buildings,perceived boundaries,restricted movement,negative,202211_113.8590416_22.6640496.png
crosswalks,interconnected spaces,navigating pathways,positive,202211_113.8590416_22.6640496.png
vehicles,limited visibility,discouraged exploration,negative,202211_113.8602927_22.553017099999998.png
fences,constrained movement,restricted exploration,negative,202211_113.8602927_22.553017099999998.png
construction,lack of openness,avoidance of areas,negative,202211_113.8602927_22.553017099999998.png
buildings,sense of enclosure,limited exploration,negative,202211_113.86074745378154_22.627523570188313.png
vehicles,restricted view,lack of venturing,negative,202211_113.86074745378154_22.627523570188313.png
street,lack of vastness,minimal exploration,negative,202211_113.86074745378154_22.627523570188313.png
intersection,feeling of exploration,encourages movement,positive,202211_113.861656_22.609471699999997.png
buildings,sense of openness,promotes engagement,positive,202211_113.861656_22.609471699999997.png
road,broad environment,facilitates navigation,positive,202211_113.861656_22.609471699999997.png
road,limited exploration,avoid venturing,negative,202211_113.8627652_22.818618999999998.png
buildings,constrained movement,remain stationary,negative,202211_113.8627652_22.818618999999998.png
vehicles,restricted access,hesitate to explore,negative,202211_113.8627652_22.818618999999998.png
walls,sense of confinement,limit movement,negative,202211_113.8627652_22.818618999999998.png
fences,barrier to freedom,discourage exploration,negative,202211_113.8627652_22.818618999999998.png
roads,sense of spaciousness,visual exploration,positive,202211_113.8620948_22.728321099999995.png
bridges,potential for movement,exploration,positive,202211_113.8620948_22.728321099999995.png
intersection,sense of openness,movement,positive,202211_113.8620948_22.728321099999995.png
urban expanse,freedom of movement,exploration,positive,202211_113.8620948_22.728321099999995.png
street,potential for exploration,encouragement to explore,positive,202211_113.86285746284707_22.779830557045134.png
cars,visual boundaries,restriction of movement,negative,202211_113.86285746284707_22.779830557045134.png
buildings,limited sense of scope,discouragement from exploring,negative,202211_113.86285746284707_22.779830557045134.png
fences,barrier to movement,inhibition of exploration,negative,202211_113.86285746284707_22.779830557045134.png
road,spatial openness,potential for movement,positive,202211_113.86309133403947_22.787612110341776.png
buildings,limiting perception,reduced exploration,negative,202211_113.86309133403947_22.787612110341776.png
sidewalks,sense of movement,encouragement to walk,positive,202211_113.86309133403947_22.787612110341776.png
street design,lack of variety,discouragement from exploring,negative,202211_113.86309133403947_22.787612110341776.png
roads,limited exploration,restricted movement,negative,202211_113.8662235_22.822643900000003.png
sidewalks,limited exploration,restricted movement,negative,202211_113.8662235_22.822643900000003.png
buildings,restricted scope,limited exploration,negative,202211_113.8662235_22.822643900000003.png
intersection,possibilities for exploration,movement in various directions,positive,202211_113.8641105_22.65899359999999.png
sidewalks,sense of safety,encouragement to walk,positive,202211_113.8641105_22.65899359999999.png
traffic,feeling of boundaries,hesitation to explore,negative,202211_113.8641105_22.65899359999999.png
construction,imposed limitations,avoidance of certain areas,negative,202211_113.8641105_22.65899359999999.png
density,overwhelmed by surroundings,reduced willingness to explore,negative,202211_113.8641105_22.65899359999999.png
buildings,sense of confinement,limited exploration,negative,202211_113.8635362_22.560423499999995.png
roads,defined boundaries,restricted movement,negative,202211_113.8635362_22.560423499999995.png
sidewalks,moderate openness,some exploration,neutral,202211_113.8635362_22.560423499999995.png
traffic,sense of danger,hesitation to explore,negative,202211_113.8635362_22.560423499999995.png
intersection,sense of potential,moving about and discovering,positive,202211_113.8660106_22.562435099999995.png
buildings,large scale,exploration,positive,202211_113.8660106_22.562435099999995.png
roads,ample space,movement,positive,202211_113.8660106_22.562435099999995.png
crosswalks,open nature,navigating,positive,202211_113.8660106_22.562435099999995.png
road,potential for movement and exploration,exploration along the route,positive,202211_113.86772208369885_22.594224140244894.png
traffic,implied limitations,hesitation to explore,negative,202211_113.86772208369885_22.594224140244894.png
trees,sense of nature,encouragement to explore,positive,202211_113.86772208369885_22.594224140244894.png
urban infrastructure,sense of confinement,reduced exploration,negative,202211_113.86772208369885_22.594224140244894.png
view,curiosity about the broader environment,desire to explore further,neutral,202211_113.86772208369885_22.594224140244894.png
road,limited exploration,restricted movement,negative,202211_113.8704657_22.589568399999997.png
cityscape,sense of vastness,curiosity to explore,positive,202211_113.8704657_22.589568399999997.png
structures,defined boundaries,constrained navigation,negative,202211_113.8704657_22.589568399999997.png
intersection,feeling of openness,movement and exploration,positive,202211_113.8705711_22.5535704.png
buildings,implying large area,moving about,positive,202211_113.8705711_22.5535704.png
sky,sense of freedom,exploring possibilities,positive,202211_113.8705711_22.5535704.png
buildings,limited exploration,restricted movement,negative,202211_113.8704171_22.562697100000005.png
streets,sense of organization,navigating traffic,neutral,202211_113.8704171_22.562697100000005.png
sidewalks,feeling of safety,walking,positive,202211_113.8704171_22.562697100000005.png
bridge,opportunity for movement,exploring,positive,202211_113.8704171_22.562697100000005.png
road,sense of openness,exploration,positive,202211_113.8713453310081_22.724809115067085.png
hills,possibility of exploration,exploration,positive,202211_113.8713453310081_22.724809115067085.png
vegetation,boundaries to exploration,restricted movement,negative,202211_113.8713453310081_22.724809115067085.png
urban elements,boundaries to exploration,restricted movement,negative,202211_113.8713453310081_22.724809115067085.png
intersection,sense of openness,exploration,positive,202211_113.8685909_22.584936799999998.png
roads,freedom of movement,navigating paths,positive,202211_113.8685909_22.584936799999998.png
sidewalks,safety in movement,walking,positive,202211_113.8685909_22.584936799999998.png
buildings,urban engagement,exploring surroundings,positive,202211_113.8685909_22.584936799999998.png
road,limited sense of exploration,reduced movement,negative,202211_113.87191125363528_22.599155458008703.png
sidewalks,limited sense of exploration,reduced movement,negative,202211_113.87191125363528_22.599155458008703.png
buildings,limited sense of exploration,reduced movement,negative,202211_113.87191125363528_22.599155458008703.png
construction,restricted areas,reduced discovery,negative,202211_113.87191125363528_22.599155458008703.png
intersection,sense of openness,movement and exploration,positive,202211_113.8722763_22.551879099999997.png
landscape,large-scale environment,offering directions to travel,positive,202211_113.8722763_22.551879099999997.png
roads,implied freedom,exploration,positive,202211_113.8722763_22.551879099999997.png
buildings,sense of openness,movement,positive,202211_113.8722763_22.551879099999997.png
street,limited exploration,restricted movement,negative,202211_113.87349693118158_22.585965639453615.png
walkway,potential for movement,encouraged walking,positive,202211_113.87349693118158_22.585965639453615.png
urban,implied boundaries,planned navigation,negative,202211_113.87349693118158_22.585965639453615.png
intersection,sense of openness,exploration,positive,202211_113.8713587_22.8123886.png
roads,possibilities for movement,navigation,positive,202211_113.8713587_22.8123886.png
urban grid,perception of space,movement planning,neutral,202211_113.8713587_22.8123886.png
street,sense of vastness,exploration desire,positive,202211_113.8747501368284_22.5845865660805.png
greenery,calming effect,increased comfort,positive,202211_113.8747501368284_22.5845865660805.png
buildings,overwhelming scale,restricted movement,negative,202211_113.8747501368284_22.5845865660805.png
walkway,sense of safety,encouragement to walk,positive,202211_113.8747501368284_22.5845865660805.png
vehicle,limited freedom,passive observation,negative,202211_113.8747501368284_22.5845865660805.png
street,sense of passage,move forward,positive,202211_113.87563624374211_22.816066522327347.png
buildings,feeling of enclosure,restrict movement,negative,202211_113.87563624374211_22.816066522327347.png
cars,limited freedom,avoid exploration,negative,202211_113.87563624374211_22.816066522327347.png
fences,constrained environment,limit mobility,negative,202211_113.87563624374211_22.816066522327347.png
buildings,sense of largeness,exploration,positive,202211_113.8767886_22.5528646.png
roads,feeling of openness,freedom in movement,positive,202211_113.8767886_22.5528646.png
streets,visible distances,multiple directions to move,positive,202211_113.8767886_22.5528646.png
roads,limited exploration,transit movement,negative,202211_113.8772481_22.595554199999995.png
sidewalks,constrained view,walking,negative,202211_113.8772481_22.595554199999995.png
skyscrapers,implied vastness,gazing,neutral,202211_113.8772481_22.595554199999995.png
traffic,perceived boundaries,hesitation to cross,negative,202211_113.8772481_22.595554199999995.png
street,sense of movement,exploration,positive,202211_113.8773508_22.600538799999992.png
trees,sense of depth,engagement with surroundings,positive,202211_113.8773508_22.600538799999992.png
barriers,limited freedom,hesitation to explore,negative,202211_113.8773508_22.600538799999992.png
fences,restricted movement,avoidance of exploration,negative,202211_113.8773508_22.600538799999992.png
urban development,constrained environment,reduced exploration,negative,202211_113.8773508_22.600538799999992.png
roads,sense of openness,movement within the urban landscape,positive,202211_113.8774333_22.591904599999996.png
buildings,sense of potential,exploration,positive,202211_113.8774333_22.591904599999996.png
vehicle,dominance in foreground,limited pedestrian movement,negative,202211_113.8774333_22.591904599999996.png
street,busy atmosphere,restricted traversal,negative,202211_113.8774333_22.591904599999996.png
infrastructure,boundaries to movement,hesitation to explore,negative,202211_113.8774333_22.591904599999996.png
density,congestion,avoidance of exploration,negative,202211_113.8774333_22.591904599999996.png
road,sense of pathway,exploration,positive,202211_113.8795867_22.5997255.png
buildings,potential for exploration,curiosity,positive,202211_113.8795867_22.5997255.png
traffic,sense of limitation,hesitation,negative,202211_113.8795867_22.5997255.png
buildings,limited exploration,stay within boundaries,negative,202211_113.8801092_22.5758283.png
traffic,urban congestion,avoidance of busy areas,negative,202211_113.8801092_22.5758283.png
road,sense of distance,exploration of surroundings,neutral,202211_113.8801092_22.5758283.png
cars,restricted movement,avoid exploration,negative,202211_113.87991546962877_22.58326823724113.png
barriers,limited possibilities,hesitate to engage,negative,202211_113.87991546962877_22.58326823724113.png
buildings,defined boundaries,stay within limits,negative,202211_113.87991546962877_22.58326823724113.png
intersection,sense of openness,potential exploration,positive,202211_113.8801836_22.8211271.png
buildings,feeling of boundaries,limited exploration,negative,202211_113.8801836_22.8211271.png
landscape,sense of urbanity,engagement with surroundings,neutral,202211_113.8801836_22.8211271.png
intersection,sense of vastness,exploration,positive,202211_113.8805085_22.552745300000005.png
roads,feeling of movement,navigation,positive,202211_113.8805085_22.552745300000005.png
buildings,urban expanse,engagement with environment,positive,202211_113.8805085_22.552745300000005.png
sightlines,clear visibility,awareness of surroundings,positive,202211_113.8805085_22.552745300000005.png
street,sense of vastness,freedom of movement,positive,202211_113.88136_22.584475199999996.png
traffic,feeling of exploration,encouragement to explore,positive,202211_113.88136_22.584475199999996.png
sidewalks,sense of openness,invitation to walk,positive,202211_113.88136_22.584475199999996.png
buildings,urban context awareness,engagement with surroundings,positive,202211_113.88136_22.584475199999996.png
trees,connection to nature,desire to explore,positive,202211_113.88136_22.584475199999996.png
sky,sense of freedom,encouragement to move,positive,202211_113.88136_22.584475199999996.png
intersection,sense of considerable scale,broad exploration,positive,202211_113.880414_22.5504836.png
roads,possibility of navigation,navigating through various paths,positive,202211_113.880414_22.5504836.png
buildings,dominating skyline,exploration of urban landscape,positive,202211_113.880414_22.5504836.png
lanes,suggests movement,moving freely,positive,202211_113.880414_22.5504836.png
crosswalks,facilitates crossing,crossing safely,positive,202211_113.880414_22.5504836.png
view,expansive perspective,exploring surroundings,positive,202211_113.880414_22.5504836.png
road,constrained exploration,limited movement,negative,202211_113.8823335_22.5577071.png
sidewalks,restricted experience,cautious navigation,negative,202211_113.8823335_22.5577071.png
buildings,overwhelmed by infrastructure,hesitant interaction,negative,202211_113.8823335_22.5577071.png
intersection,potential for movement,exploration,positive,202211_113.8822775_22.5709209.png
streets,sense of connection,navigating,positive,202211_113.8822775_22.5709209.png
buildings,sense of vastness,engagement with urban space,positive,202211_113.8822775_22.5709209.png
traffic,sense of boundary,hesitation to cross,negative,202211_113.8822775_22.5709209.png
crossings,imposed limits,cautious movement,negative,202211_113.8822775_22.5709209.png
road,sense of expanse,exploration,neutral,202211_113.8829096_22.57660509999999.png
buildings,sense of urbanity,navigation,positive,202211_113.8829096_22.57660509999999.png
greenery,relaxation,recreation,positive,202211_113.8829096_22.57660509999999.png
traffic,stress,avoidance,negative,202211_113.8829096_22.57660509999999.png
street,confined environment,limited exploration,negative,202211_113.8865092_22.733605699999995.png
barriers,restricted freedom,avoidance of movement,negative,202211_113.8865092_22.733605699999995.png
traffic,sense of danger,hesitation to engage,negative,202211_113.8865092_22.733605699999995.png
construction,disruption of peace,withdrawal from area,negative,202211_113.8865092_22.733605699999995.png
road,moderate exploration,movement and exploration,neutral,202211_113.88349655044284_22.72249531366094.png
trees,broader context,encouraged exploration,positive,202211_113.88349655044284_22.72249531366094.png
sky,sense of openness,increased curiosity,positive,202211_113.88349655044284_22.72249531366094.png
boundaries,limited exploration,restricted movement,negative,202211_113.88349655044284_22.72249531366094.png
built environment,constrained freedom,hesitation to explore,negative,202211_113.88349655044284_22.72249531366094.png
street,sense of scale,exploration,positive,202211_113.88388774733852_22.581637683111726.png
traffic,feeling of confinement,limited exploration,negative,202211_113.88388774733852_22.581637683111726.png
cars,feeling of confinement,limited exploration,negative,202211_113.88388774733852_22.581637683111726.png
fences,feeling of confinement,limited exploration,negative,202211_113.88388774733852_22.581637683111726.png
buildings,feeling of confinement,limited exploration,negative,202211_113.88388774733852_22.581637683111726.png
road,sense of movement,exploration,positive,202211_113.8846382_22.7474346.png
median,visual depth,engagement with surroundings,positive,202211_113.8846382_22.7474346.png
trees,sense of enclosure,limited exploration,negative,202211_113.8846382_22.7474346.png
sidewalks,defined path,restricted movement,negative,202211_113.8846382_22.7474346.png
street,sense of exploration,encouraged movement,positive,202211_113.88679688991533_22.57914480276345.png
sidewalks,safety and accessibility,increased pedestrian activity,positive,202211_113.88679688991533_22.57914480276345.png
trees,aesthetic enjoyment,desire to explore,positive,202211_113.88679688991533_22.57914480276345.png
road,feeling of confinement,limited exploration,negative,202211_113.88693347520126_22.584208832517255.png
buildings,sense of boundaries,restricted movement,negative,202211_113.88693347520126_22.584208832517255.png
barriers,feeling of obstruction,avoidance of areas,negative,202211_113.88693347520126_22.584208832517255.png
urban fabric,sense of density,hesitation to explore,negative,202211_113.88693347520126_22.584208832517255.png
road,sense of openness,movement along the street,positive,202211_113.8878473_22.7457221.png
buildings,sense of boundaries,limited exploration,negative,202211_113.8878473_22.7457221.png
street,limited exploration,hesitation to explore,negative,202211_113.88817707007732_22.568747956014306.png
buildings,sense of enclosure,avoidance of open spaces,negative,202211_113.88817707007732_22.568747956014306.png
barriers,restricted movement,cautious navigation,negative,202211_113.88817707007732_22.568747956014306.png
urban,contextual awareness,exploration of surroundings,positive,202211_113.88817707007732_22.568747956014306.png
road,limited exploration,avoidance of movement,negative,202211_113.888147074404_22.725700933733467.png
buildings,constrained openness,hesitation to explore,negative,202211_113.888147074404_22.725700933733467.png
vehicles,restricted vastness,reduced engagement,negative,202211_113.888147074404_22.725700933733467.png
buildings,sense of urban scale,exploration of the area,positive,202211_113.88911447484408_22.72927073636687.png
streets,broad urban expanse,movement through the city,neutral,202211_113.88911447484408_22.72927073636687.png
rail,potential for connectivity,utilizing public transport,positive,202211_113.88911447484408_22.72927073636687.png
crosswalks,sense of safety,crossing the street,positive,202211_113.88911447484408_22.72927073636687.png
paths,invitation to walk,walking or jogging,positive,202211_113.88911447484408_22.72927073636687.png
shops,limited exploration,restricted movement,negative,202211_113.8936166_22.7324695.png
sidewalks,constrained feeling,hesitant navigation,negative,202211_113.8936166_22.7324695.png
density,lack of vastness,avoidance of exploration,negative,202211_113.8936166_22.7324695.png
highway,sense of vastness,exploration,positive,202211_113.8917553_22.565572700000004.png
cityscape,feeling of openness,engagement with surroundings,positive,202211_113.8917553_22.565572700000004.png
sky,sense of freedom,movement,positive,202211_113.8917553_22.565572700000004.png
buildings,limited exploration,restricted movement,negative,202211_113.8920878_22.7257467.png
traffic,constrained environment,hesitation to navigate,negative,202211_113.8920878_22.7257467.png
road,narrow focus,lack of engagement,negative,202211_113.8920878_22.7257467.png
cars,crowded space,avoidance of movement,negative,202211_113.8920878_22.7257467.png
road,sense of exploration,exploring urban area,positive,202211_113.89627595979832_22.575069943346904.png
skyscrapers,feeling of vastness,navigating through city,positive,202211_113.89627595979832_22.575069943346904.png
traffic,sense of confinement,avoiding road,negative,202211_113.89627595979832_22.575069943346904.png
safety railings,sense of security,crossing safely,positive,202211_113.89627595979832_22.575069943346904.png
street,limited exploration,discouraged venturing,negative,202211_113.89464611194347_22.724018202496094.png
sidewalks,contained environment,restricted movement,negative,202211_113.89464611194347_22.724018202496094.png
buildings,sense of boundaries,limited exploration,negative,202211_113.89464611194347_22.724018202496094.png
traffic,feeling of danger,avoidance of area,negative,202211_113.89464611194347_22.724018202496094.png
construction,discomfort,hesitation to explore,negative,202211_113.89464611194347_22.724018202496094.png
road,sense of linear movement,exploration,positive,202211_113.89760881344573_22.72424305959817.png
buildings,feeling of confinement,limited exploration,negative,202211_113.89760881344573_22.72424305959817.png
hills,sense of distance,curiosity,neutral,202211_113.89760881344573_22.72424305959817.png
sidewalks,safety,walking,positive,202211_113.89760881344573_22.72424305959817.png
bridge,connectivity,crossing,positive,202211_113.89760881344573_22.72424305959817.png
street,constrained exploration,limited movement,negative,202211_113.89438222471337_22.73412834603495.png
buildings,sense of enclosure,restricted exploration,negative,202211_113.89438222471337_22.73412834603495.png
traffic,busy environment,focus on transit,negative,202211_113.89438222471337_22.73412834603495.png
network,potential connectivity,exploration desire,neutral,202211_113.89438222471337_22.73412834603495.png
road,degree of openness,move along the street,positive,202211_113.9018775_22.757258799999995.png
buildings,sense of confinement,limited exploration,negative,202211_113.9018775_22.757258799999995.png
traffic,feeling of boundless space,exploration possibilities,negative,202211_113.9018775_22.757258799999995.png
buildings,sense of scale,exploration,positive,202211_113.8992378_22.5719486.png
streets,ample room,movement,positive,202211_113.8992378_22.5719486.png
intersection,visibility,discovery,positive,202211_113.8992378_22.5719486.png
road,sense of openness,movement in multiple directions,positive,202211_113.902409_22.7217534.png
buildings,feeling of spaciousness,exploration,positive,202211_113.902409_22.7217534.png
sky,sense of openness,movement in multiple directions,positive,202211_113.902409_22.7217534.png
mountains,feeling of spaciousness,exploration,positive,202211_113.902409_22.7217534.png
intersection,sense of vastness,opportunities for movement,positive,202211_113.9051576_22.7397657.png
lanes,sense of exploration,exploration in various directions,positive,202211_113.9051576_22.7397657.png
cityscape,expansive environment,potential to travel further,positive,202211_113.9051576_22.7397657.png
road,openness,movement towards new destinations,positive,202211_113.9051576_22.7397657.png
intersection,sense of exploration,exploring paths,positive,202211_113.90574290000002_22.577700399999998.png
buildings,urban density,navigating through space,neutral,202211_113.90574290000002_22.577700399999998.png
roads,freedom of movement,choosing directions,positive,202211_113.90574290000002_22.577700399999998.png
street,sense of openness,potential for movement,positive,202211_113.90342022600008_22.567752452204896.png
buildings,large urban area,exploration,positive,202211_113.90342022600008_22.567752452204896.png
sidewalks,inviting space,walking,positive,202211_113.90342022600008_22.567752452204896.png
road,sense of exploration,encourages movement,positive,202211_113.90742801865805_22.725712172937747.png
buildings,feeling of openness,invites exploration,positive,202211_113.90742801865805_22.725712172937747.png
greenery,calming effect,promotes relaxation,positive,202211_113.90742801865805_22.725712172937747.png
pathways,freedom of movement,facilitates navigation,positive,202211_113.90742801865805_22.725712172937747.png
road,sense of openness,travel,positive,202211_113.90697703046054_22.567940805295795.png
fences,limited exploration,restricted movement,negative,202211_113.90697703046054_22.567940805295795.png
barriers,limited freedom,restricted movement,negative,202211_113.90697703046054_22.567940805295795.png
street,sense of openness,exploration,positive,202211_113.90878697536927_22.671312602817387.png
buildings,limitations to exploration,restricted movement,negative,202211_113.90878697536927_22.671312602817387.png
fences,implied restrictions,hesitation to explore,negative,202211_113.90878697536927_22.671312602817387.png
street,sense of exploration,moving in various directions,positive,202211_113.9070775_22.675143499999997.png
trees,sense of expansiveness,exploring green spaces,positive,202211_113.9070775_22.675143499999997.png
traffic,feeling of constraint,limited exploration,negative,202211_113.9070775_22.675143499999997.png
infrastructure,moderate exploration,navigating urban spaces,neutral,202211_113.9070775_22.675143499999997.png
street,suggests depth,invites movement,positive,202211_113.90896476644085_22.56979410159586.png
vehicles,creates boundaries,limits exploration,negative,202211_113.90896476644085_22.56979410159586.png
sidewalks,defined urban context,restricts movement,negative,202211_113.90896476644085_22.56979410159586.png
buildings,conveys structure,provides orientation,neutral,202211_113.90896476644085_22.56979410159586.png
trees,adds greenery,enhances aesthetic,positive,202211_113.90896476644085_22.56979410159586.png
street,sense of breadth,movement potential,positive,202211_113.909003_22.737634599999996.png
barriers,limited exploration,restricted movement,negative,202211_113.909003_22.737634599999996.png
traffic,structured environment,cautious navigation,neutral,202211_113.909003_22.737634599999996.png
sidewalks,defined pathways,walking,positive,202211_113.909003_22.737634599999996.png
buildings,sense of enclosure,limited exploration,negative,202211_113.909003_22.737634599999996.png
intersection,sense of scale,opportunities for movement,positive,202211_113.909002_22.5679899.png
sidewalks,invitation to explore,encouragement to walk,positive,202211_113.909002_22.5679899.png
buildings,defined boundaries,navigation through space,neutral,202211_113.909002_22.5679899.png
roads,potential pathways,exploration of area,positive,202211_113.909002_22.5679899.png
trees,sense of depth,exploration,positive,202211_113.91070652772326_22.67302849408122.png
buildings,defined boundaries,limited exploration,negative,202211_113.91070652772326_22.67302849408122.png
road,confined path,restricted movement,negative,202211_113.91070652772326_22.67302849408122.png
street,linear path,navigating,neutral,202211_113.91070652772326_22.67302849408122.png
road,lack of vastness,limited exploration,negative,202211_113.91287063157836_22.729977328317002.png
median,defined boundaries,restricted movement,negative,202211_113.91287063157836_22.729977328317002.png
sidewalks,urban confinement,cautious navigation,negative,202211_113.91287063157836_22.729977328317002.png
buildings,sense of enclosure,avoidance of openness,negative,202211_113.91287063157836_22.729977328317002.png
road,limited exploration,restricted movement,negative,202211_113.90970177804846_22.721098932815558.png
buildings,constrained environment,lack of engagement,negative,202211_113.90970177804846_22.721098932815558.png
overpass,minimal extension,slight movement,neutral,202211_113.90970177804846_22.721098932815558.png
intersection,limited exploration,cautious movement,negative,202211_113.9117943_22.665487700000003.png
buildings,sense of possibility,exploration,positive,202211_113.9117943_22.665487700000003.png
trees,inviting environment,encouraged wandering,positive,202211_113.9117943_22.665487700000003.png
road,moderate openness,movement potential,neutral,202211_113.9117943_22.665487700000003.png
intersection,potential for exploration,encourages movement,positive,202211_113.9124974_22.668271199999992.png
buildings,sense of confinement,limits exploration,negative,202211_113.9124974_22.668271199999992.png
greenery,sense of calm,promotes relaxation,positive,202211_113.9124974_22.668271199999992.png
roads,lack of expansive possibilities,discourages discovery,negative,202211_113.9124974_22.668271199999992.png
street,sense of breadth,potential for exploration,positive,202211_113.9115938_22.720679999999994.png
buildings,confined nature,limits exploration,negative,202211_113.9115938_22.720679999999994.png
trees,visual depth,enhances environment,positive,202211_113.9115938_22.720679999999994.png
road,constrained view,limited exploration,negative,202211_113.9136635_22.675389800000005.png
greenery,sense of openness,encouraged movement,positive,202211_113.9136635_22.675389800000005.png
buildings,active urban setting,restricted movement,negative,202211_113.9136635_22.675389800000005.png
traffic,feeling of limitation,hesitation to explore,negative,202211_113.9136635_22.675389800000005.png
sidewalks,limited feeling of vastness,restricted exploration,negative,202211_113.9146583_22.678016.png
buildings,functional urban space,practical movement,neutral,202211_113.9146583_22.678016.png
fences,constrained environment,avoidance of exploration,negative,202211_113.9146583_22.678016.png
traffic,stressful atmosphere,hesitation to explore,negative,202211_113.9146583_22.678016.png
street,limited exploration,restricted movement,negative,202211_113.9159803_22.655209499999998.png
traffic,overwhelmed feeling,avoidance behavior,negative,202211_113.9159803_22.655209499999998.png
buildings,confinement,hesitation to explore,negative,202211_113.9159803_22.655209499999998.png
construction,disruption,avoidance of area,negative,202211_113.9159803_22.655209499999998.png
boundaries,restricted freedom,lack of discovery,negative,202211_113.9159803_22.655209499999998.png
road,limited exploration,restricted movement,negative,202211_113.91780780000002_22.647731699999998.png
overpass,different perspective,viewing surroundings,neutral,202211_113.91780780000002_22.647731699999998.png
fences,sense of boundaries,limited exploration,negative,202211_113.91780780000002_22.647731699999998.png
urban,constrained environment,hesitation to explore,negative,202211_113.91780780000002_22.647731699999998.png
roads,sense of exploration,encourages movement,positive,202211_113.921566914685_22.692212677311126.png
vistas,feeling of breadth,promotes wandering,positive,202211_113.921566914685_22.692212677311126.png
infrastructure,sense of constraint,limits movement,negative,202211_113.921566914685_22.692212677311126.png
road,sense of expanse,exploration,positive,202211_113.9204277_22.670825999999998.png
sidewalks,feeling of containment,limited exploration,negative,202211_113.9204277_22.670825999999998.png
buildings,sense of vastness,urban engagement,positive,202211_113.9204277_22.670825999999998.png
road,suggests breadth,invites exploration,positive,202211_113.9206367_22.7418.png
buildings,presents clear boundaries,limits exploration,negative,202211_113.9206367_22.7418.png
infrastructure,well-defined space,restricts movement,negative,202211_113.9206367_22.7418.png
intersection,sense of exploration,visual engagement,positive,202211_113.9221276_22.687319399999996.png
roads,feeling of limitation,cautious movement,negative,202211_113.9221276_22.687319399999996.png
buildings,broad perspective,increased awareness,positive,202211_113.9221276_22.687319399999996.png
roads,feeling of confinement,restricted movement,negative,202211_113.9216169_22.6482451.png
sidewalks,limited exploration,hesitant engagement,negative,202211_113.9216169_22.6482451.png
construction,sense of obstruction,avoidance of area,negative,202211_113.9216169_22.6482451.png
buildings,overwhelmed by urban density,withdrawal from space,negative,202211_113.9216169_22.6482451.png
road,limited sense of vastness,restricted exploration,negative,202211_113.92292441756912_22.689422567040562.png
buildings,constrained movement,limited navigation,negative,202211_113.92292441756912_22.689422567040562.png
fences,sense of enclosure,avoidance of open space,negative,202211_113.92292441756912_22.689422567040562.png
greenery,visual appeal,attraction to nature,positive,202211_113.92292441756912_22.689422567040562.png
buildings,limited exploration,restricted movement,negative,202211_113.9248291_22.688974099999996.png
vehicles,constrained view,hesitant navigation,negative,202211_113.9248291_22.688974099999996.png
streets,defined area,focused exploration,neutral,202211_113.9248291_22.688974099999996.png
sidewalks,urban infrastructure,structured movement,neutral,202211_113.9248291_22.688974099999996.png
road,limited sense of exploration,restricted movement,negative,202211_113.9227536_22.727050399999996.png
traffic,overwhelmed by busy surroundings,hesitation to explore,negative,202211_113.9227536_22.727050399999996.png
urban sprawl,sense of vastness,curiosity about the area,positive,202211_113.9227536_22.727050399999996.png
road,sense of openness,exploration,positive,202211_113.92448041422081_22.693147527486474.png
buildings,sense of confinement,hesitation to explore,negative,202211_113.92448041422081_22.693147527486474.png
greenery,invitation to explore,curiosity,positive,202211_113.92448041422081_22.693147527486474.png
infrastructure,limited possibilities,caution in movement,negative,202211_113.92448041422081_22.693147527486474.png
tunnel,limited exploration,moving through,negative,202211_113.92484152239916_22.7051726408131.png
path,functional purpose,transit,neutral,202211_113.92484152239916_22.7051726408131.png
road,sense of openness,potential for exploration,positive,202211_113.9253078_22.7618506.png
greenery,sense of openness,potential for exploration,positive,202211_113.9253078_22.7618506.png
road,sense of forward progression,movement and exploration,positive,202211_113.9265475_22.693543899999998.png
greenery,sense of spaciousness,encouragement to explore,positive,202211_113.9265475_22.693543899999998.png
sidewalks,sense of safety,walking and interacting,positive,202211_113.9265475_22.693543899999998.png
urban context,imposed boundaries,restricted movement,negative,202211_113.9265475_22.693543899999998.png
road,expansive environment,movement and exploration,positive,202211_113.92520629582631_22.697558592741856.png
buildings,sense of possibility,exploration,positive,202211_113.92520629582631_22.697558592741856.png
trees,natural presence,relaxation,positive,202211_113.92520629582631_22.697558592741856.png
urban context,imposed boundaries,hesitation to explore,negative,202211_113.92520629582631_22.697558592741856.png
road,sense of movement,exploration,positive,202211_113.9259899_22.7421768.png
buildings,limited exploration,hesitation to explore,negative,202211_113.9259899_22.7421768.png
cars,restricted exploration,limited movement,negative,202211_113.9263628_22.5912654.png
fences,constrained feeling,hesitation to explore,negative,202211_113.9263628_22.5912654.png
path,defined route,following a direction,neutral,202211_113.9263628_22.5912654.png
area,lack of vastness,avoidance of exploration,negative,202211_113.9263628_22.5912654.png
green,slight openness,encouraged to linger,positive,202211_113.9263628_22.5912654.png
street,limited exploration,restricted movement,negative,202211_113.9267793_22.679833899999995.png
buildings,defined urban corridor,constrained discovery,negative,202211_113.9267793_22.679833899999995.png
traffic,imposed boundaries,hesitant navigation,negative,202211_113.9267793_22.679833899999995.png
overpasses,sense of confinement,limited exploration,negative,202211_113.9267793_22.679833899999995.png
road,clear boundaries,restricted exploration,negative,202211_113.9267793_22.679833899999995.png
