full_path,year,lon,lat,score1,score,local_moran_i,local_moran_p,local_moran_quad,local_moran_category
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9323061_22.5492064.png,202103,113.9323061,22.5492064,0.44581,0.593,0.21782437797590967,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.93536795937055_22.561162273779612.png,202103,113.935368,22.56116227,0.3,0.55803,0.10400431891236538,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.93672068874504_22.570695090848403.png,202103,113.9367207,22.57069509,0.55024,0.47701,0.021294310439017916,0.002,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9368625_22.5154676.png,202103,113.9368625,22.5154676,0.374,0.69124,0.4319756945357781,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9384321_22.532317300000003.png,202103,113.9384321,22.5323173,0.37792,0.52421,0.13355361545943553,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9384793_22.5211772.png,202103,113.9384793,22.5211772,0.2789,0.4197,-0.053116720481916985,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.93864308334373_22.563376091861887.png,202103,113.9386431,22.56337609,0.40911,0.40725,-0.04004271194139322,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9391431_22.5892292.png,202103,113.9391431,22.5892292,0.58572,0.573,0.10216974006594157,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.94040978379569_22.55313554517031.png,202103,113.9404098,22.55313555,0.55024,0.54409,0.13307996192290691,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9404968_22.5573683.png,202103,113.9404968,22.5573683,0.55024,0.42,-0.0370950522563708,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.94053270000002_22.5461772.png,202103,113.9405327,22.5461772,0.47563,0.3917,-0.1036060983010468,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9405859_22.56340030000001.png,202103,113.9405859,22.5634003,0.63,0.49695,0.035161652859293874,0.006,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.94171391966839_22.505405827948014.png,202103,113.9417139,22.50540583,0.65,0.44107,-0.014022634547098673,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.941758_22.503601700000004.png,202103,113.941758,22.5036017,0.5801,0.52883,0.1219781136615484,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9429747_22.532584499999995.png,202103,113.9429747,22.5325845,0.73888,0.45829,0.016783668350584265,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9443552_22.542899200000004.png,202103,113.9443552,22.5428992,0.57155,0.457,0.0140648518025097,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9449013_22.519074.png,202103,113.9449013,22.519074,0.694,0.343,-0.17057630917667466,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9459981745746_22.551043820407106.png,202103,113.9459982,22.55104382,0.27507,0.65445,0.3057983043088529,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.951248_22.5434546.png,202103,113.951248,22.5434546,0.34176,0.45,0.000886477260577816,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9539736_22.5413711.png,202103,113.9539736,22.5413711,0.35227,0.19708,-0.423337990241831,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9572307259974_22.543175451827373.png,202103,113.9572307,22.54317545,0.50692,0.66724,0.2887137279707988,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9617964_22.538243099999995.png,202103,113.9617964,22.5382431,0.47067,0.45657,0.010457224260627274,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.96428759537906_22.525885213125715.png,202103,113.9642876,22.52588521,0.34593,0.309,-0.17192612231748625,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9651074_22.569433700000005.png,202103,113.9651074,22.5694337,0.43229,0.37171,-0.054654413322992416,0.002,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.96578048081966_22.529220440839204.png,202103,113.9657805,22.52922044,0.49882,0.50373,0.05567833309672929,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9713224_22.539261799999995.png,202103,113.9713224,22.5392618,0.32311,0.45977,0.014803723080311477,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9722949_22.5515444.png,202103,113.9722949,22.5515444,0.39829,0.6233,0.22240408328818048,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9735247_22.5295713.png,202103,113.9735247,22.5295713,0.30357,0.54025,0.11793666282653054,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.975326_22.563885.png,202103,113.975326,22.563885,0.57091,0.6551,0.20249487517869053,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9772284_22.566765299999997.png,202103,113.9772284,22.5667653,0.64597,0.57811,0.11431674670589567,0.002,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9790737_22.539599999999997.png,202103,113.9790737,22.5396,0.46952,0.52049,0.11476961188886867,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9795025_22.564937199999996.png,202103,113.9795025,22.5649372,0.5652,0.412,-0.039353985782813725,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_113.9843801_22.529331499999998.png,202103,113.9843801,22.5293315,0.40636,0.58614,0.20209765441037936,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0028434_22.5361266.png,202103,114.0028434,22.5361266,0.55024,0.54562,0.1452436162517629,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0039809_22.5516573.png,202103,114.0039809,22.5516573,0.60797,0.65594,0.2508094480441492,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0075415_22.5619641.png,202103,114.0075415,22.5619641,0.5,0.57768,0.10291710940305741,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0119804_22.533219699999997.png,202103,114.0119804,22.5332197,0.60294,0.46521,0.021936794202934352,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.01706236172443_22.538244643103535.png,202103,114.0170624,22.53824464,0.58909,0.42,-0.04002615555088782,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.01995693415503_22.656406058340153.png,202103,114.0199569,22.65640606,0.48241,0.45897,0.005432056229500895,0.008,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.02131640000002_22.728074.png,202103,114.0213164,22.728074,0.66699,0.24994,0.0777671874043852,0.036,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0214167_22.529604399999997.png,202103,114.0214167,22.5296044,0.4675,0.47179,0.026927194776386398,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0241822_22.697551699999998.png,202103,114.0241822,22.6975517,0.35227,0.38374,0.023609796135464753,0.069,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.02429930515254_22.677948447961324.png,202103,114.0242993,22.67794845,0.37755,0.605,0.011023315235806307,0.359,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.025194_22.64832.png,202103,114.025194,22.64832,0.32621,0.5829,0.0721342492633906,0.008,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0252407_22.540012299999997.png,202103,114.0252407,22.5400123,0.34639,0.3942,-0.0759018971609424,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.02564157799715_22.660567813604136.png,202103,114.0256416,22.66056781,0.51806,0.3337,-0.08046335920456046,0.008,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0258997_22.6934115.png,202103,114.0258997,22.6934115,0.579,0.20185,0.054087010367735555,0.139,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0261129_22.6995447.png,202103,114.0261129,22.6995447,0.55,0.4,0.016941150993023228,0.055,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.02614161348475_22.65384702810131.png,202103,114.0261416,22.65384703,0.6285,0.47901,0.01462418376075475,0.046,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0295192_22.6753357.png,202103,114.0295192,22.6753357,0.64368,0.49,0.013875311348613003,0.102,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0303417_22.7521348.png,202103,114.0303417,22.7521348,0.54632,0.4434,0.0028525235844865946,0.037,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0333119_22.6772935.png,202103,114.0333119,22.6772935,0.55744,0.421,-0.004767392655659209,0.252,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0336152_22.727613100000003.png,202103,114.0336152,22.7276131,0.48808,0.51979,-0.01999631013857897,0.167,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0343637_22.714637800000002.png,202103,114.0343637,22.7146378,0.43619,0.35059,0.01859320319942115,0.211,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0348349_22.7048846.png,202103,114.0348349,22.7048846,0.39574,0.351,0.021993393708073235,0.168,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.03540604528543_22.659681375774273.png,202103,114.035406,22.65968138,0.54666,0.587,0.07261474282597133,0.037,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.03556500000002_22.543814300000005.png,202103,114.035565,22.5438143,0.598,0.47,0.026515145273945485,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0382608_22.661168499999995.png,202103,114.0382608,22.6611685,0.59828,0.61109,0.06684567113860736,0.061,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0403131_22.522091.png,202103,114.0403131,22.522091,0.54507,0.36075,-0.07921517828417018,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0419238_22.517752200000004.png,202103,114.0419238,22.5177522,0.3875,0.45,0.0005351574975390834,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.04193138324224_22.64859052597776.png,202103,114.0419314,22.64859053,0.4625,0.438,-0.0020036515720773212,0.21,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0433253_22.542509600000002.png,202103,114.0433253,22.5425096,0.11735,0.50359,0.07631138410014067,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.04470779205663_22.75313704940826.png,202103,114.0447078,22.75313705,0.44636,0.539,-0.01412787627305423,0.255,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0453315_22.6931832.png,202103,114.0453315,22.6931832,0.60116,0.49843,-0.002397703294199894,0.407,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0456365_22.508059699999997.png,202103,114.0456365,22.5080597,0.23587,0.42311,-0.029333366458434023,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0460623_22.7341312.png,202103,114.0460623,22.7341312,0.2913,0.38132,-0.00461684047591691,0.417,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.046224_22.646990999999996.png,202103,114.046224,22.646991,0.62314,0.50334,0.005440759206600911,0.316,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.04664158073072_22.54721208820835.png,202103,114.0466416,22.54721209,0.5138,0.50648,0.08445031499325033,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0492532_22.503914999999996.png,202103,114.0492532,22.503915,0.47,0.38837,-0.0625338440248686,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0512453_22.503682.png,202103,114.0512453,22.503682,0.33208,0.46757,0.01647977492821106,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0523905_22.507256900000005.png,202103,114.0523905,22.5072569,0.23716,0.6269,0.15521877638784476,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0533205_22.5395383.png,202103,114.0533205,22.5395383,0.69897,0.438,-0.016813516199841935,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0536618_22.675706499999997.png,202103,114.0536618,22.6757065,0.21884,0.35684,-0.012705266848168424,0.281,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0552365_22.5092541.png,202103,114.0552365,22.5092541,0.45104,0.472,0.023674297169718354,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.05568005891669_22.668509965401316.png,202103,114.0556801,22.66850997,0.36373,0.24357,-0.08242569798476004,0.056,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0582303_22.5335094.png,202103,114.0582303,22.5335094,0.47143,0.56041,0.1598218404454341,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.05843317568561_22.67630894737166.png,202103,114.0584332,22.67630895,0.3956,0.49704,0.004386223269545291,0.341,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0625077_22.564344.png,202103,114.0625077,22.564344,0.653,0.54409,0.08278981707944987,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.06255733613432_22.553281931357972.png,202103,114.0625573,22.55328193,0.13703,0.53304,0.10776435743813526,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0671931_22.531809499999998.png,202103,114.0671931,22.5318095,0.646,0.457,0.011832649606836436,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0727822_22.654202299999998.png,202103,114.0727822,22.6542023,0.55024,0.33209,0.0035540840816418633,0.443,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.07638637601512_22.731645207801105.png,202103,114.0763864,22.73164521,0.55024,0.6884,-0.0724912562712173,0.026,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0769743_22.6950555.png,202103,114.0769743,22.6950555,0.45428,0.444,0.0010817411038168082,0.159,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0776478_22.6572467.png,202103,114.0776478,22.6572467,0.37761,0.38354,0.0036122649947655286,0.378,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.07891630000002_22.555023900000002.png,202103,114.0789163,22.5550239,0.60739,0.425,-0.028105529883154193,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.08177436810324_22.71047882066633.png,202103,114.0817744,22.71047882,0.34994,0.4703,-0.015284372194762537,0.008,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.08429278885752_22.558251223708968.png,202103,114.0842928,22.55825122,0.40346,0.66506,0.2463416047153492,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0892795_22.7489908.png,202103,114.0892795,22.7489908,0.46647,0.47093,-0.005427440825565103,0.128,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0905174_22.742056099999996.png,202103,114.0905174,22.7420561,0.1646,0.475,-0.004862607187530308,0.141,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0913439186539_22.699804612375523.png,202103,114.0913439,22.69980461,0.46,0.478,-0.026594406872002017,0.004,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0931461_22.554121899999995.png,202103,114.0931461,22.5541219,0.40055,0.54011,0.11737795132552978,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.09518_22.543358.png,202103,114.09518,22.543358,0.45104,0.4249,-0.0322363622283696,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0965628_22.577913999999996.png,202103,114.0965628,22.577914,0.487,0.435,-0.006148068545198417,0.018,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0968224_22.6314363.png,202103,114.0968224,22.6314363,0.3066,0.449,-5.632203730707152e-05,0.228,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0970567909583_22.7181553287723.png,202103,114.0970568,22.71815533,0.37782,0.36917,0.023191800228429205,0.092,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.097324_22.7009943.png,202103,114.097324,22.7009943,0.646,0.345,0.05681709967332465,0.013,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0974749_22.5565291.png,202103,114.0974749,22.5565291,0.30014,0.48877,0.04370109723452502,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.097968_22.712889199999996.png,202103,114.097968,22.7128892,0.51419,0.50407,-0.02760023189654126,0.01,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0988453_22.704682299999998.png,202103,114.0988453,22.7046823,0.4235,0.3297,0.061942593523897777,0.011,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0993432_22.561568599999998.png,202103,114.0993432,22.5615686,0.37203,0.47462,0.024906291026431347,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.0993904_22.720913200000002.png,202103,114.0993904,22.7209132,0.52699,0.539,-0.0348360942732743,0.031,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.10049030000002_22.551953199999996.png,202103,114.1004903,22.5519532,0.47,0.478,0.034013288513045685,0.001,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1017348_22.5586412.png,202103,114.1017348,22.5586412,0.52,0.35309,-0.11964317184686223,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1039115_22.5822323.png,202103,114.1039115,22.5822323,0.72735,0.265,-0.02412475095725747,0.281,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1102391_22.621661899999992.png,202103,114.1102391,22.6216619,0.56088,0.314,-0.007653619752415345,0.387,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1113791_22.6142769.png,202103,114.1113791,22.6142769,0.13703,0.46153,-0.0006007794334959507,0.395,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1124009_22.5851513.png,202103,114.1124009,22.5851513,0.353,0.53356,-0.00896682604748928,0.325,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1169143_22.600235199999997.png,202103,114.1169143,22.6002352,0.54267,0.58603,0.0021822874383338902,0.484,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.11892340000001_22.630858799999995.png,202103,114.1189234,22.6308588,0.55024,0.30987,0.005913519213195856,0.428,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1198452_22.5910835.png,202103,114.1198452,22.5910835,0.3644,0.45965,0.0011159614083343322,0.3,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1205663_22.568866200000002.png,202103,114.1205663,22.5688662,0.137,0.41842,-0.028550657753209162,0.003,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1217117_22.6624626.png,202103,114.1217117,22.6624626,0.55548,0.65,-0.12104284988094917,0.008,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1218828_22.596607.png,202103,114.1218828,22.596607,0.49835,0.386,-0.007344811336437962,0.293,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.12190805793112_22.627928023917203.png,202103,114.1219081,22.62792802,0.75,0.50373,-0.008848614132213915,0.234,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.12194611798485_22.565742371359875.png,202103,114.1219461,22.56574237,0.21411,0.60384,0.11333638732175028,0.01,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1224915_22.7001825.png,202103,114.1224915,22.7001825,0.3,0.53963,-0.032681329445738254,0.016,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1227501_22.5559666.png,202103,114.1227501,22.5559666,0.38286,0.58115,0.10192908957496494,0.003,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1244425_22.603198499999994.png,202103,114.1244425,22.6031985,0.47,0.36517,-0.0016343406547126922,0.46,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1248786_22.577026099999998.png,202103,114.1248786,22.5770261,0.42325,0.40049,-0.018965179329623938,0.053,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1264201_22.6351297.png,202103,114.1264201,22.6351297,0.48241,0.48547,-0.007059646109130783,0.214,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1284662_22.625145700000004.png,202103,114.1284662,22.6251457,0.318,0.34719,0.004604939693398909,0.401,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1329303_22.616122899999997.png,202103,114.1329303,22.6161229,0.64682,0.53037,-0.016981594152707728,0.158,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1331601_22.550479200000005.png,202103,114.1331601,22.5504792,0.57513,0.3858,-0.04720493577577832,0.001,2,LH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.13607955712085_22.56019460406232.png,202103,114.1360796,22.5601946,0.41616,0.5378,0.05356941491357873,0.035,1,HH
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1367157_22.698665399999992.png,202103,114.1367157,22.6986654,0.43255,0.49441,-0.002102070056115292,0.444,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.13746860000002_22.716279900000004.png,202103,114.1374686,22.7162799,0.352,0.34356,0.024815400835638105,0.085,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1378067_22.6029624.png,202103,114.1378067,22.6029624,0.58,0.34756,0.015610869197217839,0.218,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.1462658_22.620422699999995.png,202103,114.1462658,22.6204227,0.19991,0.24058,0.03027481042374051,0.23,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.150446_22.640353499999996.png,202103,114.150446,22.6403535,0.64597,0.443,0.0034619185110656868,0.002,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.2034661_22.7108026.png,202103,114.2034661,22.7108026,0.52318,0.6451,0.030749410981080534,0.26,1,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.2052193_22.662703799999996.png,202103,114.2052193,22.6627038,0.5671,0.453,-0.0017467871698356782,0.024,4,HL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.21034396837918_22.675777386849283.png,202103,114.210344,22.67577739,0.60739,0.25606,0.029119446137604237,0.268,3,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.2110935_22.721982699999998.png,202103,114.2110935,22.7219827,0.30344,0.48,-0.0005205962290819039,0.496,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.2151047_22.555198599999997.png,202103,114.2151047,22.5551986,0.43129,0.38408,0.06636874691127609,0.001,3,LL
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.2173882_22.6723256.png,202103,114.2173882,22.6723256,0.3896,0.36879,-0.0003648234244361665,0.492,2,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.21793862646713_22.67803233370238.png,202103,114.2179386,22.67803233,0.525,0.4628,-0.0011824596641064706,0.38,4,Not significant
D:\A_Research\A_doing_research\20250804_LLM_campus_restoration\shanghai\final_image\202103_114.2190778_22.674972899999997.png,202103,114.2190778,22.6749729,0.43044,0.44609,0.0004074195654553808,0.351,3,Not significant
