keyword,type,count
urban perimeter,object,1
utilitarian fencing,object,1
urban park aesthetic,descriptor,1
utilitarian paved areas,object,1
utility,descriptor,1
red car,object,1
public amenity area,object,1
utility area,object,1
reddish,descriptor,1
psychological restoration,descriptor,1
vehicular areas,object,1
primarily road-centric,descriptor,1
visually repetitive,descriptor,1
plausible refuge,descriptor,1
plausible,descriptor,1
visually clear,descriptor,1
visually coherent,descriptor,1
visually composed,descriptor,1
visually distinct,descriptor,1
plantings,object,1
visually dynamic elements,descriptor,1
visually expansive,descriptor,1
planting patterns,object,1
visually harmonious,descriptor,1
visually ordered,descriptor,1
visually peaceful,descriptor,1
visually quiet,descriptor,1
planted sections,object,1
points of exploration,descriptor,1
visually unengaging,descriptor,1
plant in a pot,object,1
planned urban setting,descriptor,1
planned structure,descriptor,1
walking path,object,1
wander freely,descriptor,1
wander through,descriptor,1
planned community,descriptor,1
planned arrangement,descriptor,1
water features,descriptor,1
placidity,descriptor,1
water lilies,object,1
water's edge,object,1
waterfront area,object,1
visually balanced,descriptor,1
playful,descriptor,1
playground,object,1
visually,descriptor,1
plentiful,descriptor,1
pleasing,descriptor,1
visual path,descriptor,1
pleasant walk,descriptor,1
pleasant visual flow,descriptor,1
pleasant visual experience,descriptor,1
pleasant visual,descriptor,1
visual pathways,object,1
pleasant variety,descriptor,1
pleasant space,descriptor,1
pleasant setting,descriptor,1
pleasant season,descriptor,1
pleasant respite,descriptor,1
pleasant mix,descriptor,1
pleasant greenery,descriptor,1
visual points,descriptor,1
visual points of interest,descriptor,1
pleasant experience,descriptor,1
visual predictability,descriptor,1
visual presence,descriptor,1
visual progression,descriptor,1
pleasant design,descriptor,1
visual regularity,descriptor,1
visual respite,descriptor,1
visual space,descriptor,1
pleasant balance,descriptor,1
visual structure,descriptor,1
visual understanding,descriptor,1
visual variation,descriptor,1
waterways,object,1
weak sense of 'being away',descriptor,1
wear,descriptor,1
wider area,descriptor,1
wild natural setting,descriptor,1
wild refuge,descriptor,1
wilder,descriptor,1
wilder areas,object,1
wilder growth,descriptor,1
wilder natural setting,descriptor,1
physical,descriptor,1
wildlife,object,1
personal time,descriptor,1
personal responsibilities,descriptor,1
personal items,descriptor,1
winding pathways,object,1
winding roads,object,1
window designs,object,1
peripheral,descriptor,1
perimeters,object,1
window patterns,object,1
without immediate boundaries,descriptor,1
perfectly uniform,descriptor,1
without limits,descriptor,1
without strict boundaries,descriptor,1
perfectly designed,descriptor,1
wooden deck,object,1
work,object,1
perfect sense of organization,descriptor,1
work site,object,1
perfect sense,descriptor,1
yellow bicycles,object,1
young trees,object,1
physical organization,descriptor,1
physical structure,descriptor,1
weeping willow,object,1
physically removed,descriptor,1
well organized,descriptor,1
place to forget one's worries,descriptor,1
well-defined edges,descriptor,1
place of work,descriptor,1
place of transit,descriptor,1
well-defined order,descriptor,1
well-designed,descriptor,1
place,object,1
well-maintained greenery,object,1
well-maintained paths,object,1
pillars,object,1
well-organized layout,descriptor,1
piles of materials,object,1
well-paved,descriptor,1
well-planned layout,descriptor,1
well-spaced,descriptor,1
white building,object,1
piles of gravel,object,1
wide array,descriptor,1
piles of bricks,object,1
wide open,descriptor,1
wide range of directions,descriptor,1
wide scope,descriptor,1
wide-open,descriptor,1
piled dirt,object,1
pile of dirt,object,1
pile of debris,object,1
wide-ranging,descriptor,1
piecemeal,descriptor,1
points of curiosity,descriptor,1
points of focus,descriptor,1
primarily,descriptor,1
potentially large area,descriptor,1
varying lines,descriptor,1
varying shades of green,descriptor,1
varying sizes,descriptor,1
varying states,descriptor,1
varying tree density,descriptor,1
varying tree heights,descriptor,1
vast expanses,descriptor,1
vast exploration,descriptor,1
vast natural landscapes,descriptor,1
predefined,descriptor,1
practical layout,descriptor,1
practical functionality,descriptor,1
practical,descriptor,1
potentially repetitive,descriptor,1
potentially hold attention,descriptor,1
visual openness,descriptor,1
potentially campus-like,descriptor,1
potentially busier,descriptor,1
vast wilderness,descriptor,1
vegetated area,object,1
potentially,descriptor,1
potential urban noise,descriptor,1
vehicle paths,object,1
potential routes,descriptor,1
potential respite,descriptor,1
relatively low,descriptor,1
vehicular paths,descriptor,1
vending machine,object,1
venture further,descriptor,1
venturing,descriptor,1
varying levels of maintenance,descriptor,1
varying levels,descriptor,1
varying leaf colors,descriptor,1
varying heights,descriptor,1
preventing,descriptor,1
varied pathways,descriptor,1
varied points of interest,descriptor,1
prevalence,descriptor,1
varied spacing,descriptor,1
varied styles,descriptor,1
varied window designs,descriptor,1
pressing tasks,descriptor,1
pressing concerns,descriptor,1
presentable,descriptor,1
presence of nature,descriptor,1
variety of architectural styles,descriptor,1
variety of greenery,descriptor,1
predominantly utilitarian,descriptor,1
predominantly uniform,descriptor,1
variety of greenery,object,1
predominantly grey,descriptor,1
predominantly defined,descriptor,1
variety of shapes,descriptor,1
variety of stimuli,descriptor,1
variety of textures,descriptor,1
various types,descriptor,1
predictable pattern,descriptor,1
predictable pathways,descriptor,1
predictable organization,descriptor,1
varying density,descriptor,1
varying foliage,descriptor,1
predictable manner,descriptor,1
predictable layout,descriptor,1
venturing freely,descriptor,1
venturing further,descriptor,1
verges,object,1
visible side areas,descriptor,1
possibility of moving,descriptor,1
possibility of movement,descriptor,1
visible signs of development,descriptor,1
visible signs of everyday life,descriptor,1
visible space,descriptor,1
visible urban context,descriptor,1
visible urban infrastructure,descriptor,1
possibility of further exploration,descriptor,1
visual barrier,descriptor,1
possibility of discovering more,descriptor,1
visual consistency,descriptor,1
possibility for further exploration,descriptor,1
visual cues of continuation,descriptor,1
visual disarray,descriptor,1
visual dominance,descriptor,1
visual element,descriptor,1
visual elements,object,1
positive aspect,descriptor,1
visual enclosure,descriptor,1
visual field,object,1
visual focus,descriptor,1
visual fragmentation,descriptor,1
visual impact,descriptor,1
poles,object,1
points of visual engagement,descriptor,1
visual landscape,descriptor,1
visual layout,descriptor,1
visual lines,descriptor,1
visual logic,descriptor,1
possible,descriptor,1
visible presence,descriptor,1
potential pathways,descriptor,1
visible pattern,descriptor,1
potential movement,descriptor,1
vibrant activity,descriptor,1
potential journey,descriptor,1
vibrant natural features,descriptor,1
potential for unexpected discoveries,descriptor,1
views,descriptor,1
potential for traversing,descriptor,1
potential for noise,descriptor,1
potential for moving,descriptor,1
visible activity,descriptor,1
visible boundaries,object,1
visible buildings,object,1
potential for interest,descriptor,1
potential for further discovery,descriptor,1
visible construction,descriptor,1
visible development,descriptor,1
visible directions,descriptor,1
visible disarray,descriptor,1
potential for engagement,descriptor,1
visible effort,descriptor,1
visible frame,descriptor,1
visible hierarchy,descriptor,1
visible order,descriptor,1
visible pathways,descriptor,1
potential discoveries,descriptor,1
potential directions,descriptor,1
potential boundaries,descriptor,1
potential areas,descriptor,1
potential activities,descriptor,1
relatively long,descriptor,1
uniformly modern,descriptor,1
relatively open,descriptor,1
structured urban environment,descriptor,1
subdued aesthetic,descriptor,1
significant activity,descriptor,1
significant amount,descriptor,1
structures,descriptor,1
significant barriers,descriptor,1
structured urban features,descriptor,1
significant crowds,descriptor,1
subdued appeal,descriptor,1
significant distractions,descriptor,1
structured sports facility,object,1
significant human activity,descriptor,1
structured setting,descriptor,1
structured planting,descriptor,1
significant portion,descriptor,1
subdued ambiance,descriptor,1
subtle details,descriptor,1
shapes,object,1
sufficiently expansive,descriptor,1
shared bicycles,object,1
suggesting,descriptor,1
sharp,descriptor,1
sheltered space,object,1
shift focus,descriptor,1
sufficiently spacious,descriptor,1
sufficient room for movement,descriptor,1
subtle elements,descriptor,1
suburban road network,object,1
subtly limited,descriptor,1
subtly define boundaries,descriptor,1
subtle presence,descriptor,1
subtle points of focus,descriptor,1
sides of roads,object,1
significant presence,descriptor,1
significant refuge,descriptor,1
significant traffic,descriptor,1
strong visual intrigue,descriptor,1
simple to navigate,descriptor,1
simplicity,descriptor,1
strongly,descriptor,1
stronger sense of fascination,descriptor,1
singular-purpose,descriptor,1
site,object,1
strong visual focal points,descriptor,1
significant unboundedness,descriptor,1
sitting,descriptor,1
strong visual cues,descriptor,1
strong structural elements,descriptor,1
strong sensory engagement,descriptor,1
strong sense of separation,descriptor,1
strong sense of refuge,descriptor,1
strongly captivate attention,descriptor,1
strongly captivating,descriptor,1
similar style,descriptor,1
similar structures,descriptor,1
perfect place,descriptor,1
strongly invite,descriptor,1
structural coherence,descriptor,1
similar features,descriptor,1
structural elements,descriptor,1
similar elements,descriptor,1
structured development,object,1
structured greenery,object,1
signs of ongoing work,object,1
signs of leisure activities,descriptor,1
structured nature,descriptor,1
structured placement,descriptor,1
significantly,descriptor,1
suggests depth,descriptor,1
shapes,descriptor,1
size,descriptor,1
temporary refuge,descriptor,1
texture,descriptor,1
textural,descriptor,1
tent,object,1
sense of potential scope,descriptor,1
temporary traffic controls,object,1
temporary respite,descriptor,1
temporary mental break,descriptor,1
thoroughfare area,object,1
sense of remoteness,descriptor,1
temporary fencing,object,1
temporary distance,descriptor,1
temporary disruption,descriptor,1
temporary disorder,descriptor,1
temporary disengagement,descriptor,1
textured,descriptor,1
sense of potential discovery,descriptor,1
shadow,object,1
sense of passage,descriptor,1
sense of mystery,descriptor,1
tied to daily activities,descriptor,1
sense of orderliness,descriptor,1
sense of ordinariness,descriptor,1
tidy landscaping,object,1
thoughts,descriptor,1
sense of peace,descriptor,1
sense of potential,descriptor,1
thoughtfully spaced,descriptor,1
sense of place,descriptor,1
thoughtfully organized,descriptor,1
thoughtful urban planning,descriptor,1
thoughtful planning,descriptor,1
thoughtful,descriptor,1
temporary disconnect,descriptor,1
sense of unbounded exploration,descriptor,1
temporarily disconnect,descriptor,1
several,descriptor,1
surrounding urban elements,descriptor,1
surrounding structures,object,1
surrounding landscape,object,1
setting,descriptor,1
surrounding infrastructure,object,1
surrounding area,descriptor,1
surprising elements,descriptor,1
task-oriented,descriptor,1
surfaces,object,1
several directions,descriptor,1
severe boundaries,descriptor,1
shade,object,1
shaded,descriptor,1
suggests planning,descriptor,1
service area,descriptor,1
suspension bridge,object,1
serve their purpose,descriptor,1
serene setting,descriptor,1
symmetrical arrangements,descriptor,1
symmetrical design,descriptor,1
symmetrically arranged,descriptor,1
symmetry,descriptor,1
systematic manner,descriptor,1
systematically,descriptor,1
separates,descriptor,1
systematically placed,descriptor,1
systematically planted,descriptor,1
tactile paths,object,1
tall structure,object,1
sensory cues,descriptor,1
taller,descriptor,1
situated logically,descriptor,1
strong sense of mental departure,descriptor,1
tiered seating,object,1
space to move around,descriptor,1
street boundaries,object,1
space to clear their mind,descriptor,1
strategically placed,descriptor,1
straightforward layout,descriptor,1
space to explore,descriptor,1
space to move,descriptor,1
space's arrangement,descriptor,1
street features,object,1
space's structure,descriptor,1
spaced,descriptor,1
spaced out,descriptor,1
storefronts,object,1
spacious feel,descriptor,1
stored materials,object,1
street edges,object,1
street furniture,object,1
somewhat dominated,descriptor,1
somewhat orderly,descriptor,1
somewhat green,descriptor,1
somewhat industrial,descriptor,1
somewhat isolated,descriptor,1
somewhat limited,descriptor,1
somewhat natural feel,descriptor,1
somewhat of a refuge,descriptor,1
somewhat organized,descriptor,1
street lamp,object,1
somewhat overcast,descriptor,1
street layouts,object,1
somewhat predictable,descriptor,1
somewhat secluded,descriptor,1
somewhat sprawling,descriptor,1
street layout,descriptor,1
storage tanks,object,1
storage containers,object,1
storage,descriptor,1
spontaneous attention,descriptor,1
specific season,descriptor,1
static impression,descriptor,1
speed limit signs,object,1
spherical,descriptor,1
state of transition,descriptor,1
splits,descriptor,1
state of flux,descriptor,1
spatial,descriptor,1
stark,descriptor,1
spontaneous natural beauty,descriptor,1
stadium-like structure,object,1
stadium seating areas,object,1
stadium seating,object,1
spread out,descriptor,1
specific points of focus,descriptor,1
specific function,descriptor,1
steamroller,object,1
specific boundaries,descriptor,1
stimulate curiosity,descriptor,1
stimulating complexity,descriptor,1
spatially coherent,descriptor,1
stimulating engagement,descriptor,1
stimulating features,descriptor,1
stone bridge,object,1
stone fences,object,1
spatial depth,descriptor,1
spatial continuity,descriptor,1
stone pathways,object,1
spatial break,descriptor,1
spatial breadth,descriptor,1
stone railing,object,1
somewhat dry,descriptor,1
somewhat disparate,descriptor,1
strong sense of curiosity,descriptor,1
slightly irregular arrangement,descriptor,1
strong indicators,descriptor,1
slightly detracting,descriptor,1
slightly diminishes,descriptor,1
slightly disjointed,descriptor,1
slightly irregular,descriptor,1
strong impression,descriptor,1
slightly less intuitive,descriptor,1
slightly chaotic,descriptor,1
slightly limit,descriptor,1
slightly moderating,descriptor,1
slightly monotonous,descriptor,1
strong feeling,descriptor,1
slightly uneven,descriptor,1
strong escape,descriptor,1
slightly cloudy,descriptor,1
slightly,descriptor,1
somewhat constrained,descriptor,1
slight sense of direction,descriptor,1
slight allure,descriptor,1
strong sense of 'being away',descriptor,1
slight contrast,descriptor,1
slight disarray,descriptor,1
slight inconsistency,descriptor,1
slight respite,descriptor,1
strong pull,descriptor,1
slight wildness,descriptor,1
slight sense of enclosure,descriptor,1
slight sense of openness,descriptor,1
strong order,descriptor,1
strong natural elements,descriptor,1
strong limitations,descriptor,1
slight sense of refuge,descriptor,1
strong element of surprise,descriptor,1
strong captivating elements,descriptor,1
strolling,descriptor,1
street scene,object,1
streetlamp,object,1
soft lighting,descriptor,1
street view perspective,descriptor,1
softens,descriptor,1
softer environment,descriptor,1
soil,object,1
some area for movement,descriptor,1
stroll,object,1
some boundaries,descriptor,1
some exploration,descriptor,1
some interest,descriptor,1
street scene,descriptor,1
somewhat bounded,descriptor,1
street perspective,descriptor,1
streetscape,descriptor,1
stress,descriptor,1
stressful,descriptor,1
stretch,descriptor,1
stretches of greenery,object,1
societal influences,descriptor,1
smoother,descriptor,1
small pond,object,1
stretches out,descriptor,1
small groups,descriptor,1
small details,descriptor,1
small buildings,object,1
strict limitations,descriptor,1
striking elements,descriptor,1
small,descriptor,1
slow movement,descriptor,1
slightly varied styles,descriptor,1
sense of moving about,descriptor,1
tightly enclosed,descriptor,1
relatively quiet atmosphere,descriptor,1
unified design,descriptor,1
uniform architecture,object,1
uniform architectural styles,descriptor,1
unified structure,descriptor,1
unified physical arrangement,descriptor,1
unified perception,descriptor,1
rich sensory details,descriptor,1
rich stimulus,descriptor,1
uniform distribution,descriptor,1
rich tapestry,descriptor,1
rich variety,descriptor,1
rich with details,descriptor,1
richly detailed,descriptor,1
unified coherence,descriptor,1
richly engaging,descriptor,1
uniform buildings,object,1
uniform in style,descriptor,1
uninspired,descriptor,1
restorative natural appeal,descriptor,1
unimpeded exploration,descriptor,1
unifying order,descriptor,1
unifying design,descriptor,1
restorative appeal,descriptor,1
uniformly paved,descriptor,1
restorative environments,descriptor,1
uniformly constructed,descriptor,1
restricts movement,descriptor,1
restorative retreat,descriptor,1
uniformity in building design,descriptor,1
uniform streetscape,descriptor,1
uniform maintenance,descriptor,1
uniform layout,descriptor,1
restricts engagement,descriptor,1
richly fascinating,descriptor,1
richness,descriptor,1
rightful place,descriptor,1
road systems,object,1
road structures,object,1
undeveloped green spaces,object,1
road surface,object,1
road surfaces,object,1
understated,descriptor,1
road system,object,1
understandable space,descriptor,1
unified arrangement,descriptor,1
roadside greenery,object,1
roadsides,object,1
understandable arrangement,descriptor,1
understand,descriptor,1
underlying design,descriptor,1
underlying boundaries,descriptor,1
undeveloped land,object,1
road structure,object,1
road networks,object,1
unexpectedness,descriptor,1
unexplored areas,descriptor,1
unexplored expanses,descriptor,1
road lanes,object,1
unfettered,descriptor,1
road intersection,object,1
unfinished areas,object,1
unfinished business,descriptor,1
unfinished look,descriptor,1
unfinished roads,object,1
road edges,descriptor,1
unguided,descriptor,1
road barriers,object,1
unhindered exploration possibilities,descriptor,1
uninhibited exploration,descriptor,1
rest,descriptor,1
under-construction,descriptor,1
urban boundaries,object,1
urban center,object,1
removed from everyday concerns,descriptor,1
removed from the ordinary,descriptor,1
urban building,object,1
renovation,descriptor,1
repeated,descriptor,1
urban background,object,1
remoteness,descriptor,1
urban backdrop,descriptor,1
repeated architectural styles,descriptor,1
urban activity,object,1
urban activity,descriptor,1
unwind,descriptor,1
repeating architectural elements,descriptor,1
urban centers,object,1
urban clamor,descriptor,1
uninspiring,descriptor,1
relaxed,descriptor,1
relatively straight,descriptor,1
relatively straightforward,descriptor,1
relatively uncluttered,descriptor,1
urban functionality,descriptor,1
relatively uniform architecture,descriptor,1
urban feel,descriptor,1
urban features,descriptor,1
urban congestion,descriptor,1
reminders,descriptor,1
urban fabric,object,1
urban fabric,descriptor,1
remote refuge,descriptor,1
urban density,descriptor,1
urban corridor,descriptor,1
repeating pattern,descriptor,1
unusual features,descriptor,1
untidy,descriptor,1
uniquely captivating elements,descriptor,1
unlikely to be captivating,descriptor,1
residential areas,object,1
unknown areas,descriptor,1
residential building,object,1
unkempt appearance,descriptor,1
residential development,object,1
residential setting,object,1
unstructured,descriptor,1
unique points of attraction,descriptor,1
unique human activities,descriptor,1
unique architectural features,descriptor,1
uninviting,descriptor,1
uninterrupted landscape,descriptor,1
uninterrupted,descriptor,1
unlikely to be completely boring,descriptor,1
residential area,descriptor,1
unlikely to feel bored,descriptor,1
unlikely to hold attention,descriptor,1
unlimited movement,descriptor,1
unlimited possibility,descriptor,1
repetitiveness,descriptor,1
unlimited scope,descriptor,1
unmanaged,descriptor,1
unpleasant,descriptor,1
unpopulated,descriptor,1
unrefined,descriptor,1
unremarkable,descriptor,1
repetitive design,descriptor,1
unrestricted,descriptor,1
unseen,descriptor,1
repetitive architectural elements,descriptor,1
underdeveloped,descriptor,1
rocks,object,1
sense of limitless exploration,descriptor,1
semi-developed nature,object,1
traversal-oriented,descriptor,1
traversal,descriptor,1
see,descriptor,1
seemingly,descriptor,1
segmentation,descriptor,1
travel,descriptor,1
trash cans,object,1
traversing,descriptor,1
semi-industrial,descriptor,1
semi-natural,descriptor,1
transport vehicles,object,1
transitional space,object,1
transitional space,descriptor,1
sense of 'being away',descriptor,1
traverse,descriptor,1
traversing the area,descriptor,1
seamlessly,descriptor,1
secluded refuge,descriptor,1
tree-lined pathway,object,1
tree-lined nature,object,1
tree-lined environment,object,1
tree-lined avenues,object,1
secluded escape,descriptor,1
secluded feel,descriptor,1
tree types,object,1
sections of the landscape,object,1
secluded spots,descriptor,1
tree species,object,1
tree patterns,object,1
tree canopy,object,1
tree bases,object,1
seclusion,descriptor,1
transition space,descriptor,1
tranquil space,descriptor,1
sense of boundary,descriptor,1
to the right,descriptor,1
traffic control measures,object,1
traffic control barriers,object,1
traditional chinese pavilion,object,1
traditional archway,object,1
traditional,descriptor,1
total immersion in nature,descriptor,1
tiles,object,1
tranquil refuge,descriptor,1
tightly packed,descriptor,1
sense of going somewhere,descriptor,1
sense of immersion,descriptor,1
sense of integration,descriptor,1
sense of intrigue,descriptor,1
sense of journey,descriptor,1
traffic control systems,object,1
traffic controls,object,1
traffic flow,descriptor,1
traffic infrastructure,object,1
sense of elements,descriptor,1
traffic signs,object,1
sense of detachment,descriptor,1
traffic-free,descriptor,1
sense of continuation,descriptor,1
sense of containment,descriptor,1
trails,object,1
tranquil environment,descriptor,1
sense of comprehensibility,descriptor,1
sense of complete escape,descriptor,1
sense of clear order,descriptor,1
tranquil pathway,object,1
tranquil pond,object,1
seamlessly harmonious,descriptor,1
tree-lined verges,object,1
under development,descriptor,1
routine responsibilities,descriptor,1
routes,object,1
unadorned,descriptor,1
routine activities,descriptor,1
routine concerns,descriptor,1
umbrellas,object,1
typical urban stresses,descriptor,1
routine stressors,descriptor,1
unbounded environment,descriptor,1
routine tasks,descriptor,1
typical urban nuisculoskeletal environments,descriptor,1
typical urban nuisculoskeletal,descriptor,1
typical urban demands,descriptor,1
typical urban chaos,descriptor,1
typical urban bustle,descriptor,1
rounded,descriptor,1
unbounded sense of spaciousness,descriptor,1
seamless order,descriptor,1
unconstrained environment,descriptor,1
under construction,descriptor,1
rolling hills,object,1
uncrowded,descriptor,1
room,descriptor,1
unconventional,descriptor,1
unconstrained exploration,descriptor,1
unconfined,descriptor,1
unbounded territory,descriptor,1
uncluttered appearance,descriptor,1
room to move around,descriptor,1
room to roam,descriptor,1
uncharted territories,descriptor,1
roundabout,object,1
unboundedness,descriptor,1
row of parked bicycles,object,1
typical urban activities,descriptor,1
rows of bicycles,object,1
scope dimension,descriptor,1
truly engrossed,descriptor,1
scenic,descriptor,1
truly captivating,descriptor,1
scooter rider,object,1
truly boundless exploration,descriptor,1
true departure,descriptor,1
scope for exploration,descriptor,1
rows of parked bikes,object,1
scope for movement,descriptor,1
sculptural elements,object,1
true 'being away' experience,descriptor,1
sculptures,object,1
trimmed bushes,object,1
treeline,object,1
truly expansive,descriptor,1
truly unbounded,descriptor,1
turns,object,1
typical campus setting,descriptor,1
scattered trees,object,1
typical city,descriptor,1
typical daily concerns,descriptor,1
scattered materials,object,1
typical daily routines,descriptor,1
typical indoor environments,descriptor,1
typical life,descriptor,1
typical life's pressures,descriptor,1
sand,object,1
typical stressors,descriptor,1
rusty van,object,1
running track,object,1
typical university setting,descriptor,1
perfect refuge,descriptor,1
'i 芒聶楼茂赂聫 u' sign,object,1
perfect organization,descriptor,1
diverging exploration possibilities,descriptor,1
distinct points of focus,descriptor,1
distinctly captivating,descriptor,1
distinctly different environment,descriptor,1
distinctly engaging,descriptor,1
distinctly interesting,descriptor,1
distinguishing features,descriptor,1
distract,descriptor,1
distracting elements,descriptor,1
distraction from obligations,descriptor,1
distracts,descriptor,1
diverge,descriptor,1
diverging paths,descriptor,1
distinct natural refuge,descriptor,1
diverse activities,descriptor,1
diverse architectural styles,descriptor,1
diverse areas,descriptor,1
diverse features,descriptor,1
diverse greenery,descriptor,1
diverse points of interest,descriptor,1
dome,object,1
dominant element,descriptor,1
dominant elements,descriptor,1
dominant features,descriptor,1
dominate,descriptor,1
distinct patterns,descriptor,1
distinct natural elements,descriptor,1
discernible system,descriptor,1
distant figures,object,1
discover new elements,descriptor,1
discovering new areas,descriptor,1
discovering new directions,descriptor,1
disengaging,descriptor,1
disjointed appearance,descriptor,1
disordered,descriptor,1
disrepair,object,1
disrupting,descriptor,1
distant activity,descriptor,1
distant building,object,1
distant fence,object,1
distant horizons,object,1
distinct exploration opportunities,descriptor,1
distant structures,object,1
distant tower,object,1
distinct 'away' experience,descriptor,1
distinct architectural features,descriptor,1
distinct architecture,descriptor,1
distinct boundaries,descriptor,1
distinct captivating elements,descriptor,1
distinct captivating features,descriptor,1
distinct change of scenery,descriptor,1
distinct destinations,descriptor,1
distinct environment,descriptor,1
dramatic,descriptor,1
draw,descriptor,1
draw the eye,descriptor,1
engaging exploration,descriptor,1
encountering limitations,descriptor,1
encourage a sense of freedom,descriptor,1
encourage exploration,descriptor,1
endless,descriptor,1
endlessly fascinating,descriptor,1
engage attention,descriptor,1
engagement of attention,descriptor,1
engaging attention,descriptor,1
engaging complexity,descriptor,1
engaging detail,descriptor,1
engaging environment,descriptor,1
engaging natural features,descriptor,1
drive,object,1
engaging novelty,descriptor,1
engaging observation,descriptor,1
engaging points of interest,descriptor,1
engaging visual details,descriptor,1
engrossed,descriptor,1
engrossing,descriptor,1
enough detail,descriptor,1
entirely away,descriptor,1
entirety,descriptor,1
entrance gate,object,1
entrance gates,object,1
encompasses,descriptor,1
enclosed spaces,descriptor,1
enclosed space,descriptor,1
enchanting,descriptor,1
dry,descriptor,1
dull,descriptor,1
dynamic activities,descriptor,1
dynamic element,descriptor,1
dynamically engaging,descriptor,1
dynamicism,descriptor,1
each element has its place,descriptor,1
ease in navigating,descriptor,1
ease in understanding,descriptor,1
easily decipherable,descriptor,1
easily digestible,descriptor,1
easily discernible order,descriptor,1
easily understandable layout,descriptor,1
easily understood structure,descriptor,1
easy navigability,descriptor,1
easy perception,descriptor,1
easy to process,descriptor,1
edge,object,1
effortless,descriptor,1
effortless coherence,descriptor,1
elements of nature,descriptor,1
elements to capture attention,descriptor,1
embankment,object,1
discourage exploration,descriptor,1
discernible organizational principle,descriptor,1
perfect order,descriptor,1
demands of daily tasks,descriptor,1
deliberate arrangement,descriptor,1
deliberate placement,descriptor,1
deliberately planned,descriptor,1
delineating,descriptor,1
delineation,descriptor,1
demanding activities,descriptor,1
demanding aspects,descriptor,1
demanding attention,descriptor,1
demanding city life,descriptor,1
demanding urban environments,descriptor,1
demands of attention,descriptor,1
demands of life,descriptor,1
degree of planning,descriptor,1
demolition,object,1
dense crowds,descriptor,1
dense greenery,descriptor,1
dense tree lines,descriptor,1
dense trees,object,1
densely,descriptor,1
densities,descriptor,1
depicted area,descriptor,1
depicted space,descriptor,1
depth of detachment,descriptor,1
depth of visual interest,descriptor,1
degree of refuge,descriptor,1
degree of organization,descriptor,1
discernible arrangement,descriptor,1
defined roads,object,1
deeply fascinating,descriptor,1
deeply immersive,descriptor,1
deeply intriguing,descriptor,1
deeply understandable,descriptor,1
define boundaries,descriptor,1
defined boundary,descriptor,1
defined edge,descriptor,1
defined green spaces,descriptor,1
defined layout,descriptor,1
defined parameters,descriptor,1
defined pathway,descriptor,1
defined route,descriptor,1
degree of fascination,descriptor,1
defined routes,descriptor,1
defined space,descriptor,1
defined spaces,descriptor,1
defined streets,descriptor,1
defined urban path,descriptor,1
defined zones,descriptor,1
defining,descriptor,1
definitive boundaries,descriptor,1
degree of activity,descriptor,1
degree of containment,descriptor,1
degree of exploration,descriptor,1
design,object,1
design elements,object,1
designated routes,descriptor,1
difficult to perceive,descriptor,1
different place,descriptor,1
different setting,descriptor,1
different structures,descriptor,1
different types of trees,descriptor,1
differing,descriptor,1
difficult for boredom,descriptor,1
difficult for boredom to be overcome,descriptor,1
difficult to be absorbed,descriptor,1
difficult to be engaged,descriptor,1
difficult to disengage,descriptor,1
difficult to engage,descriptor,1
diffused,descriptor,1
designated spaces,object,1
diminish,descriptor,1
diminishing,descriptor,1
direct perspective,descriptor,1
direct view,descriptor,1
directional arrows,object,1
directionality,descriptor,1
directions for exploration,descriptor,1
disappearing,descriptor,1
disappears,descriptor,1
discarded materials,object,1
discernible architectural style,descriptor,1
different perspectives,descriptor,1
different landscaping styles,descriptor,1
different environment,descriptor,1
different building styles,descriptor,1
designed arrangement,descriptor,1
designed for escape,descriptor,1
designed for focus,descriptor,1
designed landscape,descriptor,1
designed space,descriptor,1
detach from immediate tasks,descriptor,1
detach from routine,descriptor,1
detach from stressors,descriptor,1
detached natural setting,descriptor,1
detailed,descriptor,1
details of nature,descriptor,1
detracting,descriptor,1
developed area,object,1
developed areas,descriptor,1
developed environment,object,1
developed urban area,descriptor,1
developed zone,object,1
development,descriptor,1
devoid,descriptor,1
devoid of people,descriptor,1
devoid of vehicles,descriptor,1
different areas,object,1
different aspects,descriptor,1
entrance structure,object,1
entrances,object,1
environment of 'doing',descriptor,1
functional zones,object,1
functional building,object,1
functional elements,descriptor,1
functional elements,object,1
functional environment,descriptor,1
functional organization,descriptor,1
functional outdoor area,descriptor,1
functional space,object,1
functional spaces,descriptor,1
functional streetscape,descriptor,1
functional urban space,descriptor,1
functional utility,descriptor,1
functionalities,descriptor,1
functional architecture,descriptor,1
functions,descriptor,1
further green areas,descriptor,1
further movement,descriptor,1
garage doors,object,1
garden beds,object,1
gardens,object,1
gated entrance,object,1
gated entrances,object,1
gatehouse,object,1
gateway,object,1
gazebo,object,1
functional areas,descriptor,1
functional appearance,descriptor,1
equipment,object,1
free roaming,descriptor,1
fork,descriptor,1
fork,object,1
forking,descriptor,1
forking road,descriptor,1
formal,descriptor,1
forward,descriptor,1
forward progression,descriptor,1
fostering,descriptor,1
fountain,object,1
free from distractions,descriptor,1
free movement,descriptor,1
free-form,descriptor,1
function together,descriptor,1
freedom for exploration,descriptor,1
freedom in movement,descriptor,1
freedom to explore,descriptor,1
freedom to move about,descriptor,1
freedom to roam,descriptor,1
freely move,descriptor,1
full foliage,descriptor,1
full foliage,object,1
