image_path,text
.\image\201603_120.2720951_31.47988527.png,"This image could taken in Spring. This is a quiet suburban street view with a central intersection. To the left, there’s a paved road lined with sparse willow trees and a green fence alongside. A tall, modern residential building stands on the right with parked cars and young trees along the sidewalk. The streets are clean, bordered by well-maintained greenery, and the area feels serene with minimal activity. A small guard post is visible farther along on the right. Streetlights are evenly spaced, and the clear sky and ample open space add to the calm atmosphere. The restorative indicator scores are:
- Being-away: 0.76981
- Coherence: 0.85758
- Scope: 0.83554
- Fascination: 0.87057
- Average Score: 0.83337"
.\image\201603_120.271812_31.48121556.png,"This image could taken in Spring. This street view depicts a quiet area with modern buildings on both sides. On the left, a narrow path with greenery and a small dumpster leads to a dead end. In the center, a concrete wall with a red sign stands near what appears to be a construction site, surrounded by scattered debris. To the right, a large building with glass-paneled windows and a red banner is visible, indicating its commercial or institutional purpose. A car is parked nearby, and another drives along the paved road. In the background, a forested area is visible under a clear sky. The restorative indicator scores are:
- Being-away: 0.12159
- Coherence: 0.11345
- Scope: 0.15183
- Fascination: 0.16125
- Average Score: 0.13703"
.\image\201603_120.2723125_31.48633075.png,"This image could taken in Spring. This street view image showcases a serene suburban area with a wide, quiet road flanked by greenery. On the left, a small lake is bordered by weeping willows and other trees, adding a natural charm to the scene. On the right, the road is lined with neatly trimmed bushes, open green spaces, and modern buildings visible in the distance. A sidewalk with decorative paving runs parallel to the street, and streetlamps are evenly placed on both sides. The scene is bright, likely taken during the day, and exudes a peaceful atmosphere with no pedestrians or vehicles in sight. The restorative indicator scores are:
- Being-away: 0.69324
- Coherence: 0.54301
- Scope: 0.57349
- Fascination: 0.47426
- Average Score: 0.57100"
.\image\201603_120.272525_31.48900223.png,"This image could taken in Spring. This street view image showcases a serene urban scene. A paved road runs through the center, flanked by tree-lined pathways on both sides. To the left is a small canal, bordered by manicured vegetation. On the right, enclosed by fencing, lies a grassy sports field surrounded by trees with a distant building visible. Further in the background, modern high-rise towers punctuate the skyline. The area appears spacious and well-maintained, evoking a peaceful blend of nature and urban development under a clear blue sky. A vehicle's roof edge is visible at the bottom of the image, suggesting the perspective is street-level. The restorative indicator scores are:
- Being-away: 0.54746
- Coherence: 0.30262
- Scope: 0.33462
- Fascination: 0.47389
- Average Score: 0.41465"
.\image\201708_120.259384_31.49116677.png,"This image could taken in Summer. This street view shows a peaceful, tree-lined area at a three-way road intersection. The asphalt roads appear well-maintained, with parked cars on both sides under the shade of lush green trees. The sidewalks are paved with bricks, and the surrounding landscape features neatly maintained shrubs and greenery. The sky is overcast with patches of light clouds, adding to the serene atmosphere. The central perspective of the image is taken from the roof of a vehicle, providing a balanced view of the intersection and its surroundings. The area looks calm and suburban, with minimal traffic or activity. The restorative indicator scores are:
- Being-away: 0.46466
- Coherence: 0.30266
- Scope: 0.33402
- Fascination: 0.15895
- Average Score: 0.31507"
.\image\201708_120.2595622_31.49095628.png,"This image could taken in Summer. The image depicts a calm urban street flanked by lush green trees on both sides under an overcast sky. On the left, cars are parked along the road, while the right side features a serene canal bordered by landscaped greenery and a small bridge with decorative railings. The paved sidewalks provide space for pedestrians, complementing the natural environment. A white lamp post stands near the canal, enhancing the organized layout of the area. The scene conveys tranquility, combining urban infrastructure with nature, ideal for walking or relaxation. In the foreground, part of a vehicle is visible, captured during the street view. The restorative indicator scores are:
- Being-away: 0.54688
- Coherence: 0.39304
- Scope: 0.41531
- Fascination: 0.36303
- Average Score: 0.42957"
.\image\201603_120.2721417_31.48086944.png,"This image could taken in Spring. The image depicts a quiet, urban street with modern architectural buildings surrounded by greenery. Trees and shrubs line both sides of the road, creating a pleasant atmosphere. Parking spaces are visible, occupied by a few white cars. The pavement appears clean and well-maintained, with street lamps evenly placed alongside the road. The bright, clear sky adds to the calm and inviting setting. The buildings include a white structure with geometric design and another with large rows of windows, suggesting offices or institutions. Minimal traffic and open spaces make this area appear organized and peaceful. The restorative indicator scores are:
- Being-away: 0.54768
- Coherence: 0.80464
- Scope: 0.57366
- Fascination: 0.60752
- Average Score: 0.63337"
.\image\201708_120.2605148_31.48859388.png,"This image could taken in Summer. This street view depicts a wide, open area featuring a sports court, likely for basketball, with green and red markings enclosed by railings. To the right, a small building with garage doors is visible, next to a truck parked on a concrete lot. Surrounding the site are well-maintained trees and greenery, giving the impression of a semi-rural or suburban environment. In the background, several mid-rise residential buildings can be seen, along with hills and open skies. The area appears calm, with no pedestrians or activity visible, suggesting a quiet moment in the day. The restorative indicator scores are:
- Being-away: 0.11898
- Coherence: 0.23540
- Scope: 0.57522
- Fascination: 0.36241
- Average Score: 0.32300"
.\image\201708_120.2602734_31.49024993.png,"This image could taken in Summer. The image depicts a tree-lined street with a calm, symmetrical layout. Two paved roads run parallel on either side of an island of trees and shrubs. Neatly arranged greenery, including tall trees with painted trunks at the base, creates a tranquil, park-like atmosphere. A bicycle is parked to the right, and a blue trash can is visible on the sidewalk. The roads are clean, with sparse fallen leaves, and the background showcases a modest building partially hidden by vegetation. The sky is overcast, casting a soft light, enhancing the peaceful and structured environment. A vehicle hood is visible at the bottom. The restorative indicator scores are:
- Being-away: 0.38413
- Coherence: 0.39288
- Scope: 0.33401
- Fascination: 0.15989
- Average Score: 0.31773"
.\image\201708_120.2606181_31.48918141.png,"This image could taken in Summer. The image captures a wide outdoor sports area with basketball courts marked on the ground and surrounded by railings. A concrete path runs straight down the center, bordered by trees and landscaped greenery on the right side. On the left, there’s additional fencing and shrubs. In the background are rolling hills, buildings, and a cloudy sky above. A trash can and colorful flags decorate the court area. The bottom of the image shows the front portion of a vehicle, indicating it was taken from a car-mounted camera, likely for a street view application. The restorative indicator scores are:
- Being-away: 0.29915
- Coherence: 0.23523
- Scope: 0.76859
- Fascination: 0.54865
- Average Score: 0.46291"
.\image\201708_120.2609266_31.49268787.png,"This image could taken in Summer. The image captures a tranquil, tree-lined street bordered by brick-paved sidewalks and lush greenery on both sides. On the left, there’s an open park area with walking paths and scattered trees, while the right side features fences enclosing some greenery and a modern building. The road is clean and lightly used, with a man riding a scooter in the middle and a parked vehicle in the distance. Overhead, the tree canopy provides shade, creating a serene and peaceful atmosphere. The scene reflects a balance of urban design and nature, ideal for leisure or commuting. The restorative indicator scores are:
- Being-away: 0.77187
- Coherence: 0.39346
- Scope: 0.33311
- Fascination: 0.16025
- Average Score: 0.41467"
.\image\201708_120.2615614_31.48120575.png,"This image could taken in Summer. This image showcases a quiet urban street flanked by green spaces and modern buildings. On the left, trees line the road near a clean-lined glass and concrete structure, where materials like wooden planks and stones are piled, suggesting ongoing construction or landscaping. To the right, additional greenery, including bamboo and taller plants, leads to a dark gray building with large windows. The road appears to split into two paths, bordered by trees, creating a serene yet developing environment. The image captures a blend of natural and architectural elements in a calm, partially-industrialized area with minimal human activity. The restorative indicator scores are:
- Being-away: 0.12009
- Coherence: 0.11049
- Scope: 0.14931
- Fascination: 0.16094
- Average Score: 0.13521"
.\image\201708_120.2619012_31.48919953.png,"This image could taken in Summer. This street view captures a serene urban setting with tree-lined roads on either side, creating a symmetrical pathway. On the left is an open recreation area with a red-roofed gazebo and lush greenery, likely a park or sports field. The right side showcases organized parking spaces for bicycles and motorbikes. A building in the distance, possibly a school or office, anchors the view. The environment is clean, well-maintained, and surrounded by natural elements, combining functionality with aesthetics. Overcast skies add a muted tone to the vibrant greenery, enhancing the peaceful atmosphere of the scene. The restorative indicator scores are:
- Being-away: 0.38413
- Coherence: 0.39353
- Scope: 0.15002
- Fascination: 0.68752
- Average Score: 0.40380"
.\image\201708_120.262079_31.48008429.png,"This image could taken in Summer. The image depicts a wide roadway splitting into three directions, surrounded by neatly landscaped greenery. Centered in the background is a large modern building with multiple floors and horizontal window panels. The structure appears to be an institution or office, with ""中国中铁"" (China Railway) visible on its facade. On either side of the road are parking areas with a few cars and young trees lining the space. A small grassy island with a covered object is visible in the foreground. The scene is bright, with light clouds overhead, creating a calm and orderly urban atmosphere. The restorative indicator scores are:
- Being-away: 0.29853
- Coherence: 0.39362
- Scope: 0.57542
- Fascination: 0.47499
- Average Score: 0.43564"
.\image\201708_120.2619536_31.48772681.png,"This image could taken in Summer. The image shows a quiet suburban street flanked by lush greenery and trees on both sides. On the left, a straight asphalt road stretches into the distance, bordered by evenly spaced trees and a building partially visible through the foliage. To the right, a small paved road curves beside dense greenery and a modest, white-brick structure with barred windows. Streetlamps dot the area, and the ground near the trees appears slightly bare with scattered debris. The environment has a calm, semi-rural feel, with a focus on nature and open space under an overcast sky. The restorative indicator scores are:
- Being-away: 0.29890
- Coherence: 0.11056
- Scope: 0.15071
- Fascination: 0.16142
- Average Score: 0.18040"
.\image\201708_120.2622856_31.4894839.png,"This image could taken in Summer. This street view image showcases a serene and well-maintained area, likely within a residential or institutional complex. There are two paved roads intersecting, surrounded by neatly trimmed greenery and trees. Numerous bicycles are parked along the sidewalks, suggesting a community-oriented or student-heavy environment. Residential-style buildings with multiple floors are visible, featuring neutral tones and basic architectural designs. The sky is partially cloudy with ample sunlight, adding vibrancy to the scene. Few individuals can be seen strolling or cycling, creating a calm yet active atmosphere. Street signs, parking areas, and lampposts are present, further implying organization and functionality in this environment. The restorative indicator scores are:
- Being-away: 0.69629
- Coherence: 0.62430
- Scope: 0.76917
- Fascination: 0.60964
- Average Score: 0.67485"
.\image\201708_120.2623923_31.4896804.png,"This image could taken in Summer. This street view image depicts a residential or campus-like area with well-maintained roads and green spaces. Trees line both sides of the roads, creating a serene and refreshing atmosphere. The central green belt has trimmed grass and scattered small trees. On the left, bicycles and scooters are parked near a crossroad, while the right road leads to more multi-story apartment buildings. The sky is slightly cloudy, adding a neutral tone to the image. Vehicles, including white and red cars, are visible, indicating light traffic in this peaceful setting. Overall, the surroundings reflect an organized and quiet neighborhood. The restorative indicator scores are:
- Being-away: 0.46446
- Coherence: 0.54675
- Scope: 0.49088
- Fascination: 0.36104
- Average Score: 0.46578"
.\image\201708_120.2626988_31.48932304.png,"This image could taken in Summer. The image showcases a split intersection on a quiet, tree-lined street. To the left, there’s a straight roadway with a visible red car, parked bicycles, and well-maintained greenery. In the center and right, a building with white and blue accents stands amidst manicured lawns and trees. A pink and white banner with Chinese text hangs near the road. The right side features a curved pathway bordered by trees, parked bicycles, and a trash bin. The scene is tranquil, under an overcast sky, suggesting a campus or residential area. The road is clean and free of heavy traffic. The restorative indicator scores are:
- Being-away: 0.38355
- Coherence: 0.68562
- Scope: 0.41481
- Fascination: 0.16093
- Average Score: 0.41122"
.\image\201708_120.2631654_31.48116773.png,"This image could taken in Summer. The image displays a wide, intersecting street surrounded by greenery and modern buildings under a cloudy sky. The road is neatly paved, featuring pedestrian crosswalks and divided lanes, lined by trees that add a serene atmosphere. On the right, a white building with glass panels appears central and significant, possibly a university or institutional facility. Adjacent pathways lead to residential or office spaces. The streets seem quiet, with minimal human or vehicle activity, except for a parked car and a cyclist in the distance. The balanced layout suggests an organized, urban setting blending nature and architecture. The restorative indicator scores are:
- Being-away: 0.38354
- Coherence: 0.47398
- Scope: 0.86877
- Fascination: 0.47465
- Average Score: 0.55024"
.\image\201708_120.2635206_31.47676891.png,"This image could taken in Summer. The image shows a suburban street lined with trees on both sides, creating a green and peaceful atmosphere. A modern building with large windows is visible on the right alongside neatly trimmed bushes and grass. Two parked cars, including a black sedan, frame the foreground, while a white vehicle is partially visible. To the left, there is another street surrounded by greenery, leading to smaller structures. The road on the right side shows some scattered construction materials or debris, contrasting with the otherwise well-maintained surroundings. The backdrop has dense vegetation, and the sky is overcast, lending a serene, cloudy ambiance. The restorative indicator scores are:
- Being-away: 0.46311
- Coherence: 0.62511
- Scope: 0.33180
- Fascination: 0.87295
- Average Score: 0.57324"
.\image\201708_120.2636038_31.48856386.png,"This image could taken in Summer. This street view showcases a quiet, well-maintained urban road, flanked by lush green trees and neatly landscaped vegetation on both sides. The pavement and sidewalks are clean, with a red tactile path visible for accessibility. The road splits into two branches, marked by clear yellow lane dividers, leading toward a serene, green environment. A small parked vehicle with ""Baidu"" branding is spotted in the foreground. The backdrop features trimmed hedges, open grassy areas, and distant buildings visible through the trees. The setting conveys a peaceful, suburban atmosphere with an emphasis on greenery and orderliness. The restorative indicator scores are:
- Being-away: 0.54784
- Coherence: 0.68566
- Scope: 0.41422
- Fascination: 0.47423
- Average Score: 0.53049"
.\image\201708_120.2637847_31.47988518.png,"This image could taken in Summer. This street view shows a wide, paved road split by traffic cones, with a low-rise building on the right featuring numerous windows and air conditioning units. Trees and greenery separate the road from pedestrian sidewalks, and a park or landscaped area is visible on the left. A person with a pink umbrella walks along the sidewalk, and a distant car approaches from the left. The sky is overcast, giving the scene a calm, subdued atmosphere. Streetlights line both sides of the road, and safety cones suggest temporary traffic control or maintenance activity. The restorative indicator scores are:
- Being-away: 0.11636
- Coherence: 0.10992
- Scope: 0.48971
- Fascination: 0.15939
- Average Score: 0.21884"
.\image\201708_120.2639115_31.48466944.png,"This image could taken in Summer. This street view shows a split roadway with two lanes, separated by a small median. The scene includes a bridge crossing a river, bordered by pedestrian sidewalks with traditional stone railings. On the left side, lush greenery lines the road, while the right side features more trees and scenic water views with distant hills. Urban buildings can be seen in the background, including a tower-like structure. The sky is cloudy but bright, creating a calm atmosphere. The foreground shows part of a vehicle’s hood, suggesting it’s captured from a moving perspective. The area appears quiet, with minimal traffic or pedestrians. The restorative indicator scores are:
- Being-away: 0.62631
- Coherence: 0.54699
- Scope: 0.48964
- Fascination: 0.47420
- Average Score: 0.53429"
.\image\201708_120.2639927_31.48491071.png,"This image could taken in Summer. The street view image captures a calm, wide road surrounded by greenery on both sides, featuring neatly trimmed trees and pedestrian pathways. At the center-left, the road stretches into the distance with minimal traffic, while the center-right contains a stone bridge bordered by sidewalks. A few people are visible biking or walking under overcast skies. The serene atmosphere, open space, and tree-lined paths suggest a suburban or campus-like setting. A distant building and hills are visible in the background, enhancing the tranquil scenery. A vehicle roof is partially visible in the foreground, indicating the image was taken from a moving car. The restorative indicator scores are:
- Being-away: 0.38399
- Coherence: 0.54756
- Scope: 0.70744
- Fascination: 0.36148
- Average Score: 0.50012"
.\image\201708_120.263979_31.47770545.png,"This image could taken in Summer. This street view depicts an industrial area featuring two white multi-story factory buildings on the left and right. Electrical wires stretch across the sky. The road is divided in the middle by a green space with trees, parked bicycles, and scooters. In the left segment, a worker in blue gear is crossing a path near an open gate. Several trucks are visible near the buildings and parked under the trees. The structures appear older, with patches of wear, barred windows, and outdoor stairs. The atmosphere is quiet and functional, suggesting a workplace environment with minimal activity. The restorative indicator scores are:
- Being-away: 0.11798
- Coherence: 0.10981
- Scope: 0.14708
- Fascination: 0.15968
- Average Score: 0.13364"
.\image\201708_120.2639548_31.48188145.png,"This image could taken in Summer. The image shows a peaceful street scene flanked by low-rise modern buildings on both sides. A central pathway, lined with lush green trees and bushes, divides the area. Numerous bicycles, some parked neatly and others fallen, are scattered along the sidewalks. The left side features a wide pavement near the building, while the right side has similarly open space. The sky is partly cloudy, adding a calm atmosphere. A small white vehicle is visible at the bottom foreground, likely marking the vantage point. The area appears to be a campus-like or residential setting, with minimal pedestrian or vehicular activity. The restorative indicator scores are:
- Being-away: 0.11705
- Coherence: 0.30153
- Scope: 0.14642
- Fascination: 0.15906
- Average Score: 0.18102"
.\image\201708_120.2640284_31.48741443.png,"This image could taken in Summer. The image depicts a serene, tree-lined street with minimal traffic. Buildings are visible in the background, possibly part of an institutional or residential area. Sidewalks with neatly arranged paving and lush greenery border both sides of the road, creating a clean and organized environment. A white vehicle is partially visible in the foreground, while street markings and lamp posts suggest a well-maintained urban setting. The atmosphere appears calm, under a lightly overcast sky, enhancing the peaceful surroundings. The road splits into two sections, indicating a potential crossroad or turning point. The restorative indicator scores are:
- Being-away: 0.54908
- Coherence: 0.81028
- Scope: 0.57432
- Fascination: 0.47421
- Average Score: 0.60197"
.\image\201708_120.2640636_31.49193366.png,"This image could taken in Summer. This street view image depicts a well-maintained area with modern buildings, green lawns, and bushes on both sides of the road. The road is divided into two paths, one leading straight ahead and the other curving to the right. The buildings appear to be multi-story apartments or offices, constructed with concrete and glass. Palm trees and landscaped greenery add a natural touch, while street lamps and pathways create an organized setting. A white vehicle is partially visible at the bottom, suggesting the perspective is captured from a street-level car. The sky is clear with scattered clouds, creating a serene atmosphere. The restorative indicator scores are:
- Being-away: 0.54906
- Coherence: 0.62471
- Scope: 0.33045
- Fascination: 0.36163
- Average Score: 0.46647"
.\image\201708_120.2640767_31.49074493.png,"This image could taken in Summer. This is a street view of a residential or campus-like area with neatly arranged multi-story buildings on both sides. The buildings have light-colored exteriors with visible air-conditioning units. The street is flanked by narrow patches of greenery, trees, and parked motorbikes and bicycles. The environment appears calm, typical of a suburban or academic setting, with minimal traffic and well-maintained surroundings. A small white vehicle is partially visible at the bottom of the image, suggesting it may be captured from a street-mapping vehicle. The sky is overcast, providing balanced lighting across the scene. The restorative indicator scores are:
- Being-away: 0.11723
- Coherence: 0.39124
- Scope: 0.14745
- Fascination: 0.47376
- Average Score: 0.28242"
.\image\201708_120.2643078_31.4898205.png,"This image could taken in Summer. The image depicts a wide, quiet street intersection with minimal traffic. The environment is lined with neatly maintained trees and greenery, flanked by modern buildings. A black car and a few scooters are visible, alongside parked bicycles. To the right, construction equipment and workers are stationed near a small gathering spot. The road appears to be clean and spacious, with well-marked lanes and pedestrian crossings. Streetlights and informational signboards are evenly spaced along the sidewalk. The sky is partly cloudy, providing natural light that highlights the structure and layout of the location. The area seems calm and organized. The restorative indicator scores are:
- Being-away: 0.11710
- Coherence: 0.75663
- Scope: 0.77177
- Fascination: 0.15865
- Average Score: 0.45104"
.\image\201708_120.264459_31.48264755.png,"This image could taken in Summer. The image shows a quiet street surrounded by greenery and modern buildings. To the left, rows of trees line the road, while a beige car is parked on the right near a grassy area with shrubs and a decorative street lamp. The buildings have a contemporary design with large windows, and the street forks ahead into two paths. The overall atmosphere is serene, with manicured landscaping and scattered leaves. In the distance, small hills are visible under a partly cloudy sky, creating a peaceful urban environment. The perspective is taken from a vehicle, evident by the roof in the foreground. The restorative indicator scores are:
- Being-away: 0.11797
- Coherence: 0.47363
- Scope: 0.14811
- Fascination: 0.76462
- Average Score: 0.37608"
.\image\201708_120.2645078_31.48578039.png,"This image could taken in Summer. This panoramic street view showcases a tranquil environment with a mix of urban and natural elements. It features a paved pathway branching in three directions, surrounded by lush greenery and trees. To the right, there's an organized forested area with scattered dry leaves, while the left side hosts a compact garden. The background highlights a modern-looking building with a gray and white facade, suggesting an academic or institutional setting. The scene is calm, with overcast skies adding a soft light to the surroundings. The presence of a vehicle's roof in the foreground indicates the image was captured from a car. The restorative indicator scores are:
- Being-away: 0.38401
- Coherence: 0.39140
- Scope: 0.14874
- Fascination: 0.36147
- Average Score: 0.32141"
.\image\201708_120.2642091_31.48233263.png,"This image could taken in Summer. This street view image depicts a wide, clean roadway flanked by modern institutional or residential buildings and lush greenery. The left side features a landscaped area with shrubs, trees, and bicycles, leading to a smaller path. On the right, taller trees line the road, with a dry grassy section underneath. Two distinct multi-story structures are visible in the distance, separated by the central road. The sky appears overcast, indicating cloudy weather. A small vehicle, likely used for mapping, is partially visible in the bottom foreground. The overall environment is organized, suggesting an educational or corporate campus setting. The restorative indicator scores are:
- Being-away: 0.38354
- Coherence: 0.39109
- Scope: 0.32980
- Fascination: 0.76485
- Average Score: 0.46732"
.\image\201708_120.264537_31.47988533.png,"This image could taken in Summer. The image shows a wide, clean street flanked by buildings and lush greenery on both sides. Two long rows of traffic cones divide the road, likely indicating restricted access or ongoing traffic management. On the left, multi-story buildings with a beige-gray structure and a distant parked car are visible. On the right, more buildings line the street, with a bright yellow, open-sided utility cart passing by. The central area showcases trees and small shrubs, offering a park-like appearance. A construction crane is visible in the distance under a cloudy sky, suggesting nearby development or construction work. The restorative indicator scores are:
- Being-away: 0.11783
- Coherence: 0.39124
- Scope: 0.49083
- Fascination: 0.15930
- Average Score: 0.28980"
.\image\201708_120.2647194_31.48264248.png,"This image could taken in Summer. This street view captures a serene urban scene with a modern, multi-story building surrounded by well-maintained greenery. A narrow paved road splits into two lanes, bordered by trees and manicured shrubs. The building on the left features large windows and a clean, geometric facade. On the right, a parking area with marked spaces contains a parked car. The area is flanked by lush vegetation, including small trees and patches of grass. The atmosphere feels calm, possibly within a university, residential, or office complex, under an overcast sky. The foreground shows part of a vehicle, suggesting this perspective is from a car. The restorative indicator scores are:
- Being-away: 0.77553
- Coherence: 0.39109
- Scope: 0.32865
- Fascination: 0.54848
- Average Score: 0.51094"
.\image\201708_120.2647809_31.48176432.png,"This image could taken in Summer. This street view image depicts a campus-like environment with symmetrical pathways flanking a small grassy area lined by trees. To the left, multiple-story buildings house numerous windows, while parked cars are visible along the road. On the right, additional similar buildings are connected by an overhead walkway. Bicycles are parked near the structures, and scattered greenery and neatly trimmed trees enhance the view. The scene is bright but cloudy, suggesting daytime with subdued sunlight. The cemented pathways are clean and spacious, inviting a sense of calm and order in its structured design. The restorative indicator scores are:
- Being-away: 0.11858
- Coherence: 0.10632
- Scope: 0.14883
- Fascination: 0.15945
- Average Score: 0.13330"
.\image\201708_120.2650302_31.4793267.png,"This image could taken in Summer. The image features a wide street view of an urban area surrounded by modern buildings and greenery. To the left, bicycles are parked along a wall with promotional banners or decorations. A crane is visible in the background, indicating construction activity. The right side shows a tree-lined pathway and a white vehicle parked near a building entrance. The road intersects ahead, leading to more buildings in the distance. The overall atmosphere is calm, with minimal pedestrian activity under cloudy skies. The area appears to be part of an institutional or corporate campus, with a clean and organized layout. The restorative indicator scores are:
- Being-away: 0.11926
- Coherence: 0.54797
- Scope: 0.41594
- Fascination: 0.16061
- Average Score: 0.31094"
.\image\201708_120.2648732_31.47693654.png,"This image could taken in Summer. This street view image shows a three-way intersection flanked by greenery. There are evenly spaced trees and sparse shrubs in a landscaped area. On the left, there are white multi-story buildings, while on the right, parking spaces are visible alongside another building. The background shows additional structures and a tall modern tower. The road markings delineate pathways, and vehicles are partially visible. The sky is overcast with soft lighting. The restorative indicator scores are:
- Being-away: 0.70023
- Coherence: 0.47251
- Scope: 0.49118
- Fascination: 0.16003
- Average Score: 0.45599"
.\image\201708_120.2652633_31.48886.png,"This image could taken in Summer. This panoramic street view image depicts a quiet urban street flanked by medium-sized modern buildings on both sides. The road is bordered by green, well-maintained trees and shrubs, creating a peaceful and clean environment. Parked cars, including a white vehicle in the foreground, are visible along the building sides. A small pathway cuts through the greenery on the left. Streetlamps and blue sky with scattered clouds complete the serene daytime scene. The area appears to be a residential or campus-like setting with a blend of nature and urban infrastructure. The restorative indicator scores are:
- Being-away: 0.12007
- Coherence: 0.22867
- Scope: 0.14776
- Fascination: 0.35994
- Average Score: 0.21411"
.\image\201708_120.2653912_31.48545305.png,"This image could taken in Summer. The image depicts a serene urban setting with lush greenery on both sides of a paved pathway. Trees and shrubs line the area, providing a peaceful ambiance. To the right stands a modern multi-story building with blue-tinted windows, surrounded by manicured grass. The left side features a cobblestone path leading toward a wooded area and a lake partially visible in the background. A small vehicle roof seen at the bottom suggests the photo may have been captured from a vehicle's perspective. The overall atmosphere blends nature with urban infrastructure, offering a tranquil and organized environment. The restorative indicator scores are:
- Being-away: 0.62790
- Coherence: 0.92657
- Scope: 0.49075
- Fascination: 0.92877
- Average Score: 0.74350"
.\image\201708_120.2653326_31.48765038.png,"This image could taken in Summer. The image depicts a quiet urban street flanked by modern buildings and green landscaping. On the left, a neatly trimmed hedge and trees line the sidewalk, while parked cars occupy the right side near a gray building featuring large windows and air conditioning units. Additional multi-story buildings with grid-like façades are visible in the background, surrounded by greenery. The bright blue car in the foreground contrasts with the muted tones of the surroundings. The scene is clean and orderly, suggesting a commercial or institutional setting, possibly an office or university campus. The overall atmosphere feels calm and functional. The restorative indicator scores are:
- Being-away: 0.12088
- Coherence: 0.10707
- Scope: 0.14836
- Fascination: 0.47464
- Average Score: 0.21274"
.\image\201708_120.2656962_31.48813824.png,"This image could taken in Summer. This image depicts a well-maintained academic campus street surrounded by modern, rectangular buildings with large windows. At the center, a prominent structure displays signage in Chinese, indicating ""服装学院"" (Fashion Institute). The road leads towards a courtyard with a few parked cars on both sides. Neatly trimmed greenery, small trees, and hedges line the street, creating a serene atmosphere. A person can be seen walking on the right, complementing the tranquil, organized vibe of the area. The sky above is partly cloudy, adding brightness to the scene. It portrays a functional, peaceful space designed for education and activities. The restorative indicator scores are:
- Being-away: 0.62822
- Coherence: 0.62555
- Scope: 0.41717
- Fascination: 0.69235
- Average Score: 0.59082"
.\image\201708_120.2657306_31.49159811.png,"This image could taken in Summer. This street view image showcases a quiet residential area with multi-story apartment buildings, one of which is labeled ""22."" The surroundings are well-maintained, featuring green lawns, small trees, and bushes. A pathway runs through the area, accompanied by parked scooters and a silver car. The sky appears bright and partly cloudy, suggesting daytime. The area exudes a calm, suburban feel, with a focus on greenery and organization. Nearby pedestrians and additional buildings in the distance add to the lively but peaceful atmosphere. The restorative indicator scores are:
- Being-away: 0.12046
- Coherence: 0.10758
- Scope: 0.14867
- Fascination: 0.16110
- Average Score: 0.13445"
.\image\201708_120.2657142_31.4908704.png,"This image could taken in Summer. The image shows a quiet urban street lined with greenery and modern buildings. A large, yellow ""Vogele"" construction vehicle is parked on the left side of the road, while a white car is partially visible in the foreground. On the right, a multi-story residential building with balconies is enclosed by a fence, surrounded by neatly trimmed grass and small trees. The center of the view reveals a landscaped area with more trees and pathways. The sky is partially cloudy, creating a bright yet calm atmosphere. The environment appears clean, organized, and well-maintained, suggestive of a residential or institutional zone. The restorative indicator scores are:
- Being-away: 0.69957
- Coherence: 0.47383
- Scope: 0.32799
- Fascination: 0.69230
- Average Score: 0.54842"
.\image\201708_120.2655459_31.48257222.png,"This image could taken in Summer. The image depicts a quiet urban street flanked by greenery and a modern building. On the left, a curved road leads past well-maintained trees and shrubs. On the right, another road runs alongside a blocky, multi-story building with glass windows and grid-like architecture. Trees and bushes line both roads, creating a lush environment. The overcast sky adds a muted tone to the scene. The foreground shows part of a vehicle, suggesting the perspective of the image was captured from a car or a street-view device. Overall, the area appears calm and organized, blending urban and natural elements harmoniously. The restorative indicator scores are:
- Being-away: 0.46358
- Coherence: 0.54826
- Scope: 0.14828
- Fascination: 0.16032
- Average Score: 0.33011"
.\image\201708_120.2657172_31.49242444.png,"This image could taken in Summer. This street view showcases a quiet suburban area with well-maintained roads and abundant greenery. Trees line both sides of the streets, providing shade and a peaceful atmosphere. The road intersects into multiple pathways, with grass and cobblestone sidewalks at the center and sides. Residential buildings with modern architecture are visible in the background, surrounded by neatly arranged landscaping. A few pedestrians are spotted walking, adding life to the serene surroundings. The area is clean and orderly, emphasizing a calm, community-oriented environment ideal for urban living. The restorative indicator scores are:
- Being-away: 0.85278
- Coherence: 0.86523
- Scope: 0.14809
- Fascination: 0.16055
- Average Score: 0.50666"
.\image\201708_120.2658085_31.47988536.png,"This image could taken in Summer. This image depicts a wide, quiet street flanked by construction on the right and a lush green park on the left. Traffic cones and chains divide the road into lanes, and directional arrows point forward. On the right, colorful advertising banners line a construction site, with a crane and partially built structures visible in the background. The left side features a brick-paved sidewalk and well-maintained trees, shrubs, and grass. The sky is overcast, creating a calm, muted atmosphere. Streetlights and buildings can be seen in the distance, indicating a suburban or developing area. A white vehicle is partially visible in the foreground. The restorative indicator scores are:
- Being-away: 0.12124
- Coherence: 0.10836
- Scope: 0.41696
- Fascination: 0.16164
- Average Score: 0.20205"
